category,correct_at_stop,invalid_rate_at_stop,model,n16_correct,policy_id,question_index,stop_budget
correct_early_stop,True,0.0,logistic,True,logistic_start2_every_sample_selected,265,2
premature_stop_missed_recovery,False,0.0,logistic,True,logistic_start2_every_sample_selected,266,2
correct_early_stop,True,0.0,logistic,True,logistic_start2_every_sample_selected,267,10
correct_early_stop,True,0.0,logistic,True,logistic_start2_every_sample_selected,268,2
correct_early_stop,True,0.0,logistic,True,logistic_start2_every_sample_selected,269,2
correct_early_stop,True,0.0,logistic,True,logistic_start2_every_sample_selected,270,2
correct_early_stop,True,0.0,logistic,True,logistic_start2_every_sample_selected,271,2
correct_early_stop,True,0.0,logistic,True,logistic_start2_every_sample_selected,272,2
unnecessary_continuation_in_hindsight,True,0.0,logistic,True,logistic_start2_every_sample_selected,273,3
correct_early_stop,True,0.0,logistic,True,logistic_start2_every_sample_selected,273,3
correct_early_stop,True,0.0,logistic,True,logistic_start2_every_sample_selected,275,2
correct_early_stop,True,0.0,logistic,True,logistic_start2_every_sample_selected,276,2
correct_early_stop,True,0.0,logistic,True,logistic_start2_every_sample_selected,277,2
correct_early_stop,True,0.0,logistic,True,logistic_start2_every_sample_selected,278,2
premature_stop_missed_recovery,False,0.0,logistic,True,logistic_start2_every_sample_selected,279,2
correct_early_stop,True,0.0,logistic,True,logistic_start2_every_sample_selected,280,2
correct_early_stop,True,0.0,logistic,True,logistic_start2_every_sample_selected,281,10
correct_early_stop,True,0.0,logistic,True,logistic_start2_every_sample_selected,283,2
stable_wrong_despite_max_compute,False,0.0625,logistic,False,logistic_start2_every_sample_selected,284,16
invalid_answer_driven_uncertainty,False,0.0625,logistic,False,logistic_start2_every_sample_selected,284,16
stable_wrong_despite_max_compute,False,0.8125,logistic,False,logistic_start2_every_sample_selected,285,16
invalid_answer_driven_uncertainty,False,0.8125,logistic,False,logistic_start2_every_sample_selected,285,16
unnecessary_continuation_in_hindsight,False,0.46153846153846156,logistic,False,logistic_start2_every_sample_selected,286,13
invalid_answer_driven_uncertainty,False,0.46153846153846156,logistic,False,logistic_start2_every_sample_selected,286,13
correct_early_stop,True,0.0,logistic,True,logistic_start2_every_sample_selected,287,2
unnecessary_continuation_in_hindsight,False,0.6666666666666666,logistic,False,logistic_start2_every_sample_selected,288,3
invalid_answer_driven_uncertainty,False,0.6666666666666666,logistic,False,logistic_start2_every_sample_selected,288,3
correct_early_stop,True,0.0,logistic,True,logistic_start2_every_sample_selected,289,2
unnecessary_continuation_in_hindsight,True,0.45454545454545453,logistic,True,logistic_start2_every_sample_selected,290,11
correct_early_stop,True,0.45454545454545453,logistic,True,logistic_start2_every_sample_selected,290,11
invalid_answer_driven_uncertainty,True,0.45454545454545453,logistic,True,logistic_start2_every_sample_selected,290,11
unnecessary_continuation_in_hindsight,True,0.0,logistic,True,logistic_start2_every_sample_selected,291,10
correct_early_stop,True,0.0,logistic,True,logistic_start2_every_sample_selected,291,10
invalid_answer_driven_uncertainty,False,0.5,logistic,False,logistic_start2_every_sample_selected,292,2
unnecessary_continuation_in_hindsight,True,0.0,logistic,True,logistic_start2_every_sample_selected,293,3
correct_early_stop,True,0.0,logistic,True,logistic_start2_every_sample_selected,293,3
correct_early_stop,True,0.0,logistic,True,logistic_start2_every_sample_selected,294,4
unnecessary_continuation_in_hindsight,False,0.0,logistic,False,logistic_start2_every_sample_selected,295,4
correct_early_stop,True,0.0,logistic,True,logistic_start2_every_sample_selected,297,2
premature_stop_missed_recovery,False,0.5,logistic,True,logistic_start2_every_sample_selected,298,2
invalid_answer_driven_uncertainty,False,0.5,logistic,True,logistic_start2_every_sample_selected,298,2
unnecessary_continuation_in_hindsight,True,0.0,logistic,True,logistic_start2_every_sample_selected,299,3
correct_early_stop,True,0.0,logistic,True,logistic_start2_every_sample_selected,299,3
correct_early_stop,True,0.0,logistic,True,logistic_start2_every_sample_selected,300,2
premature_stop_missed_recovery,False,0.0,logistic,True,logistic_start2_every_sample_selected,302,7
unnecessary_continuation_in_hindsight,False,0.0,logistic,True,logistic_start2_every_sample_selected,302,7
unnecessary_continuation_in_hindsight,False,0.25,logistic,False,logistic_start2_every_sample_selected,303,4
invalid_answer_driven_uncertainty,False,0.25,logistic,False,logistic_start2_every_sample_selected,303,4
correct_early_stop,True,0.0,logistic,True,logistic_start2_every_sample_selected,304,2
correct_early_stop,True,0.0,logistic,True,logistic_start2_every_sample_selected,305,2
invalid_answer_driven_uncertainty,False,0.08333333333333333,logistic,False,logistic_start2_every_sample_selected,306,12
correct_early_stop,True,0.0,logistic,True,logistic_start2_every_sample_selected,307,2
stable_wrong_despite_max_compute,False,0.0,logistic,False,logistic_start2_every_sample_selected,308,16
correct_early_stop,True,0.0,logistic,False,logistic_start2_every_sample_selected,309,9
regression_avoided,True,0.0,logistic,False,logistic_start2_every_sample_selected,309,9
correct_early_stop,True,0.0,logistic,True,logistic_start2_every_sample_selected,310,2
correct_early_stop,True,0.0,logistic,True,logistic_start2_every_sample_selected,311,2
correct_early_stop,True,0.0,logistic,True,logistic_start2_every_sample_selected,312,2
correct_early_stop,True,0.0,logistic,True,logistic_start2_every_sample_selected,313,2
correct_early_stop,True,0.0,logistic,True,logistic_start2_every_sample_selected,314,2
unnecessary_continuation_in_hindsight,True,0.0,logistic,True,logistic_start2_every_sample_selected,315,3
correct_early_stop,True,0.0,logistic,True,logistic_start2_every_sample_selected,315,3
correct_early_stop,True,0.0,logistic,True,logistic_start2_every_sample_selected,316,2
correct_early_stop,True,0.0,logistic,True,logistic_start2_every_sample_selected,318,2
correct_early_stop,True,0.0,logistic,True,logistic_start2_every_sample_selected,319,2
correct_early_stop,True,0.0,logistic,True,logistic_start2_every_sample_selected,320,2
correct_early_stop,True,0.0,logistic,True,logistic_start2_every_sample_selected,321,2
correct_early_stop,True,0.0,logistic,True,logistic_start2_every_sample_selected,322,2
correct_early_stop,True,0.0,logistic,True,logistic_start2_every_sample_selected,323,2
correct_early_stop,True,0.0,logistic,True,logistic_start2_every_sample_selected,324,9
correct_early_stop,True,0.0,logistic,True,logistic_start2_every_sample_selected,325,2
correct_early_stop,True,0.8,logistic,True,logistic_start2_every_sample_selected,326,5
invalid_answer_driven_uncertainty,True,0.8,logistic,True,logistic_start2_every_sample_selected,326,5
invalid_answer_driven_uncertainty,False,0.5,logistic,False,logistic_start2_every_sample_selected,327,2
unnecessary_continuation_in_hindsight,True,0.0,logistic,True,logistic_start2_every_sample_selected,328,10
correct_early_stop,True,0.0,logistic,True,logistic_start2_every_sample_selected,328,10
correct_early_stop,True,0.0,logistic,True,logistic_start2_every_sample_selected,329,2
correct_early_stop,True,0.0,logistic,True,logistic_start2_every_sample_selected,330,2
unnecessary_continuation_in_hindsight,True,0.0,logistic,True,logistic_start2_every_sample_selected,331,8
correct_early_stop,True,0.0,logistic,True,logistic_start2_every_sample_selected,331,8
unnecessary_continuation_in_hindsight,True,0.07142857142857142,logistic,True,logistic_start2_every_sample_selected,332,14
correct_early_stop,True,0.07142857142857142,logistic,True,logistic_start2_every_sample_selected,332,14
invalid_answer_driven_uncertainty,True,0.07142857142857142,logistic,True,logistic_start2_every_sample_selected,332,14
correct_early_stop,True,0.5,logistic,True,logistic_start2_every_sample_selected,333,2
invalid_answer_driven_uncertainty,True,0.5,logistic,True,logistic_start2_every_sample_selected,333,2
correct_early_stop,True,0.0,logistic,True,logistic_start2_every_sample_selected,334,2
unnecessary_continuation_in_hindsight,True,0.0,logistic,True,logistic_start2_every_sample_selected,335,4
correct_early_stop,True,0.0,logistic,True,logistic_start2_every_sample_selected,335,4
correct_early_stop,True,0.0,logistic,True,logistic_start2_every_sample_selected,336,2
unnecessary_continuation_in_hindsight,True,0.0,logistic,True,logistic_start2_every_sample_selected,337,3
correct_early_stop,True,0.0,logistic,True,logistic_start2_every_sample_selected,337,3
correct_early_stop,True,0.0,logistic,True,logistic_start2_every_sample_selected,338,2
unnecessary_continuation_in_hindsight,True,0.0,logistic,True,logistic_start2_every_sample_selected,339,6
correct_early_stop,True,0.0,logistic,True,logistic_start2_every_sample_selected,339,6
unnecessary_continuation_in_hindsight,False,1.0,logistic,False,logistic_start2_every_sample_selected,340,16
stable_wrong_despite_max_compute,False,1.0,logistic,False,logistic_start2_every_sample_selected,340,16
invalid_answer_driven_uncertainty,False,1.0,logistic,False,logistic_start2_every_sample_selected,340,16
correct_early_stop,True,0.0,logistic,True,logistic_start2_every_sample_selected,341,2
correct_early_stop,True,0.0,logistic,True,logistic_start2_every_sample_selected,342,2
correct_early_stop,True,0.0,logistic,True,logistic_start2_every_sample_selected,343,2
correct_early_stop,True,0.0,logistic,True,logistic_start2_every_sample_selected,344,2
correct_early_stop,True,0.0,logistic,True,logistic_start2_every_sample_selected,345,2
correct_early_stop,True,0.0,logistic,True,logistic_start2_every_sample_selected,346,2
correct_early_stop,True,0.0,logistic,True,logistic_start2_every_sample_selected,347,2
unnecessary_continuation_in_hindsight,True,0.0,logistic,True,logistic_start2_every_sample_selected,348,3
correct_early_stop,True,0.0,logistic,True,logistic_start2_every_sample_selected,348,3
correct_early_stop,True,0.0,logistic,True,logistic_start2_every_sample_selected,350,2
invalid_answer_driven_uncertainty,False,0.5,logistic,False,logistic_start2_every_sample_selected,352,2
correct_early_stop,True,0.0,logistic,True,logistic_start2_every_sample_selected,353,2
correct_early_stop,True,0.0,logistic,True,logistic_start2_every_sample_selected,354,2
invalid_answer_driven_uncertainty,False,0.14285714285714285,logistic,False,logistic_start2_every_sample_selected,355,14
correct_early_stop,True,0.0,logistic,True,logistic_start2_every_sample_selected,356,2
premature_stop_missed_recovery,False,0.0,logistic,True,logistic_start2_every_sample_selected,357,6
unnecessary_continuation_in_hindsight,False,0.0,logistic,True,logistic_start2_every_sample_selected,357,6
unnecessary_continuation_in_hindsight,False,0.0,logistic,False,logistic_start2_every_sample_selected,358,7
correct_early_stop,True,0.0,logistic,True,logistic_start2_every_sample_selected,359,2
correct_early_stop,True,0.0,logistic,True,logistic_start2_every_sample_selected,360,2
correct_early_stop,True,0.0,logistic,True,logistic_start2_every_sample_selected,361,2
correct_early_stop,True,0.0,logistic,True,logistic_start2_every_sample_selected,362,2
correct_early_stop,True,0.0,logistic,True,logistic_start2_every_sample_selected,363,2
correct_early_stop,True,0.0,logistic,True,logistic_start2_every_sample_selected,364,2
correct_early_stop,True,0.0,logistic,True,logistic_start2_every_sample_selected,366,2
unnecessary_continuation_in_hindsight,True,0.0,logistic,True,logistic_start2_every_sample_selected,367,3
correct_early_stop,True,0.0,logistic,True,logistic_start2_every_sample_selected,367,3
correct_early_stop,True,0.0,logistic,True,logistic_start2_every_sample_selected,368,2
correct_early_stop,True,0.0,logistic,True,logistic_start2_every_sample_selected,370,2
invalid_answer_driven_uncertainty,True,0.1875,logistic,True,logistic_start2_every_sample_selected,371,16
unnecessary_continuation_in_hindsight,True,0.0,logistic,True,logistic_start2_every_sample_selected,373,3
correct_early_stop,True,0.0,logistic,True,logistic_start2_every_sample_selected,373,3
correct_early_stop,True,0.0,logistic,True,logistic_start2_every_sample_selected,374,2
correct_early_stop,True,0.0,logistic,True,logistic_start2_every_sample_selected,375,2
unnecessary_continuation_in_hindsight,True,0.4,logistic,True,logistic_start2_every_sample_selected,376,5
correct_early_stop,True,0.4,logistic,True,logistic_start2_every_sample_selected,376,5
invalid_answer_driven_uncertainty,True,0.4,logistic,True,logistic_start2_every_sample_selected,376,5
unnecessary_continuation_in_hindsight,True,0.0,logistic,True,logistic_start2_every_sample_selected,377,3
correct_early_stop,True,0.0,logistic,True,logistic_start2_every_sample_selected,377,3
unnecessary_continuation_in_hindsight,True,0.14285714285714285,logistic,True,logistic_start2_every_sample_selected,378,7
correct_early_stop,True,0.14285714285714285,logistic,True,logistic_start2_every_sample_selected,378,7
invalid_answer_driven_uncertainty,True,0.14285714285714285,logistic,True,logistic_start2_every_sample_selected,378,7
correct_early_stop,True,0.0,logistic,True,logistic_start2_every_sample_selected,379,2
premature_stop_missed_recovery,False,0.0,logistic,True,logistic_start2_every_sample_selected,380,2
unnecessary_continuation_in_hindsight,False,0.08333333333333333,logistic,False,logistic_start2_every_sample_selected,381,12
invalid_answer_driven_uncertainty,False,0.08333333333333333,logistic,False,logistic_start2_every_sample_selected,381,12
unnecessary_continuation_in_hindsight,True,0.0,logistic,True,logistic_start2_every_sample_selected,382,4
correct_early_stop,True,0.0,logistic,True,logistic_start2_every_sample_selected,382,4
unnecessary_continuation_in_hindsight,True,0.0,logistic,True,logistic_start2_every_sample_selected,383,4
correct_early_stop,True,0.0,logistic,True,logistic_start2_every_sample_selected,383,4
correct_early_stop,True,0.0,logistic,True,logistic_start2_every_sample_selected,384,2
premature_stop_missed_recovery,False,0.0,logistic,True,logistic_start2_every_sample_selected,385,2
correct_early_stop,True,0.0,logistic,True,logistic_start2_every_sample_selected,386,2
correct_early_stop,True,0.0,logistic,True,logistic_start2_every_sample_selected,387,2
correct_early_stop,True,0.0,logistic,True,logistic_start2_every_sample_selected,388,11
correct_early_stop,True,0.0,logistic,True,logistic_start2_every_sample_selected,389,7
correct_early_stop,True,0.0,logistic,True,logistic_start2_every_sample_selected,390,12
unnecessary_continuation_in_hindsight,True,0.25,logistic,True,logistic_start2_every_sample_selected,391,4
correct_early_stop,True,0.25,logistic,True,logistic_start2_every_sample_selected,391,4
invalid_answer_driven_uncertainty,True,0.25,logistic,True,logistic_start2_every_sample_selected,391,4
correct_early_stop,True,0.0,logistic,True,logistic_start2_every_sample_selected,393,2
correct_early_stop,True,0.36363636363636365,logistic,True,logistic_start2_every_sample_selected,394,11
invalid_answer_driven_uncertainty,True,0.36363636363636365,logistic,True,logistic_start2_every_sample_selected,394,11
unnecessary_continuation_in_hindsight,True,0.0,logistic,True,logistic_start2_every_sample_selected,395,3
correct_early_stop,True,0.0,logistic,True,logistic_start2_every_sample_selected,395,3
correct_early_stop,True,0.0,logistic,True,logistic_start2_every_sample_selected,396,2
correct_early_stop,True,0.0,logistic,True,logistic_start2_every_sample_selected,397,2
correct_early_stop,True,0.0,logistic,True,logistic_start2_every_sample_selected,399,2
unnecessary_continuation_in_hindsight,True,0.0,logistic,True,logistic_start2_every_sample_selected,400,12
correct_early_stop,True,0.0,logistic,True,logistic_start2_every_sample_selected,400,12
invalid_answer_driven_uncertainty,False,0.8333333333333334,logistic,False,logistic_start2_every_sample_selected,401,6
correct_early_stop,True,0.0,logistic,True,logistic_start2_every_sample_selected,402,2
correct_early_stop,True,0.0,logistic,True,logistic_start2_every_sample_selected,404,2
correct_early_stop,True,0.0,logistic,True,logistic_start2_every_sample_selected,405,2
correct_early_stop,True,0.0,logistic,True,logistic_start2_every_sample_selected,406,2
unnecessary_continuation_in_hindsight,True,0.0,logistic,True,logistic_start2_every_sample_selected,407,3
correct_early_stop,True,0.0,logistic,True,logistic_start2_every_sample_selected,407,3
invalid_answer_driven_uncertainty,True,0.875,logistic,True,logistic_start2_every_sample_selected,408,16
correct_early_stop,True,0.0,logistic,True,logistic_start2_every_sample_selected,409,2
correct_early_stop,True,0.0,logistic,True,logistic_start2_every_sample_selected,410,2
correct_early_stop,True,0.0,logistic,True,logistic_start2_every_sample_selected,411,2
stable_wrong_despite_max_compute,False,0.625,logistic,False,logistic_start2_every_sample_selected,412,16
invalid_answer_driven_uncertainty,False,0.625,logistic,False,logistic_start2_every_sample_selected,412,16
correct_early_stop,True,0.0,logistic,True,logistic_start2_every_sample_selected,413,2
correct_early_stop,True,0.0,logistic,True,logistic_start2_every_sample_selected,414,2
correct_early_stop,True,0.0,logistic,True,logistic_start2_every_sample_selected,415,2
correct_early_stop,True,0.0,logistic,True,logistic_start2_every_sample_selected,416,2
correct_early_stop,True,0.0,logistic,True,logistic_start2_every_sample_selected,417,2
unnecessary_continuation_in_hindsight,True,0.0,logistic,True,logistic_start2_every_sample_selected,418,4
correct_early_stop,True,0.0,logistic,True,logistic_start2_every_sample_selected,418,4
invalid_answer_driven_uncertainty,False,0.75,logistic,False,logistic_start2_every_sample_selected,419,4
unnecessary_continuation_in_hindsight,True,0.3,logistic,True,logistic_start2_every_sample_selected,421,10
correct_early_stop,True,0.3,logistic,True,logistic_start2_every_sample_selected,421,10
invalid_answer_driven_uncertainty,True,0.3,logistic,True,logistic_start2_every_sample_selected,421,10
invalid_answer_driven_uncertainty,False,0.8571428571428571,logistic,False,logistic_start2_every_sample_selected,422,7
correct_early_stop,True,0.0,logistic,False,logistic_start2_every_sample_selected,423,2
regression_avoided,True,0.0,logistic,False,logistic_start2_every_sample_selected,423,2
correct_early_stop,True,0.0,logistic,True,logistic_start2_every_sample_selected,424,2
invalid_answer_driven_uncertainty,True,0.0625,logistic,True,logistic_start2_every_sample_selected,425,16
correct_early_stop,True,0.0,logistic,True,logistic_start2_every_sample_selected,426,2
correct_early_stop,True,0.0,logistic,True,logistic_start2_every_sample_selected,427,2
unnecessary_continuation_in_hindsight,True,0.0,logistic,True,logistic_start2_every_sample_selected,428,7
correct_early_stop,True,0.0,logistic,True,logistic_start2_every_sample_selected,428,7
correct_early_stop,True,0.0,logistic,True,logistic_start2_every_sample_selected,429,2
correct_early_stop,True,0.0,logistic,True,logistic_start2_every_sample_selected,430,2
unnecessary_continuation_in_hindsight,False,0.0,logistic,False,logistic_start2_every_sample_selected,431,16
stable_wrong_despite_max_compute,False,0.0,logistic,False,logistic_start2_every_sample_selected,431,16
invalid_answer_driven_uncertainty,False,0.5,logistic,False,logistic_start2_every_sample_selected,432,2
correct_early_stop,True,0.0,logistic,True,logistic_start2_every_sample_selected,433,2
correct_early_stop,True,0.0,logistic,True,logistic_start2_every_sample_selected,434,2
correct_early_stop,True,0.0,logistic,True,logistic_start2_every_sample_selected,435,2
correct_early_stop,True,0.5,logistic,True,logistic_start2_every_sample_selected,436,2
invalid_answer_driven_uncertainty,True,0.5,logistic,True,logistic_start2_every_sample_selected,436,2
correct_early_stop,True,0.0,logistic,True,logistic_start2_every_sample_selected,437,2
unnecessary_continuation_in_hindsight,True,0.0,logistic,True,logistic_start2_every_sample_selected,438,3
correct_early_stop,True,0.0,logistic,True,logistic_start2_every_sample_selected,438,3
unnecessary_continuation_in_hindsight,True,0.0,logistic,True,logistic_start2_every_sample_selected,439,4
correct_early_stop,True,0.0,logistic,True,logistic_start2_every_sample_selected,439,4
correct_early_stop,True,0.0,logistic,True,logistic_start2_every_sample_selected,440,2
correct_early_stop,True,0.0,logistic,True,logistic_start2_every_sample_selected,441,2
correct_early_stop,True,0.0,logistic,True,logistic_start2_every_sample_selected,442,2
correct_early_stop,True,0.0,logistic,True,logistic_start2_every_sample_selected,443,2
unnecessary_continuation_in_hindsight,False,0.3333333333333333,logistic,False,logistic_start2_every_sample_selected,444,9
invalid_answer_driven_uncertainty,False,0.3333333333333333,logistic,False,logistic_start2_every_sample_selected,444,9
unnecessary_continuation_in_hindsight,False,0.5,logistic,False,logistic_start2_every_sample_selected,445,16
stable_wrong_despite_max_compute,False,0.5,logistic,False,logistic_start2_every_sample_selected,445,16
invalid_answer_driven_uncertainty,False,0.5,logistic,False,logistic_start2_every_sample_selected,445,16
correct_early_stop,True,0.0,logistic,True,logistic_start2_every_sample_selected,446,2
unnecessary_continuation_in_hindsight,True,0.0,logistic,True,logistic_start2_every_sample_selected,447,6
correct_early_stop,True,0.0,logistic,True,logistic_start2_every_sample_selected,447,6
correct_early_stop,True,0.0,logistic,True,logistic_start2_every_sample_selected,448,2
correct_early_stop,True,0.0,logistic,True,logistic_start2_every_sample_selected,449,2
correct_early_stop,True,0.0,logistic,True,logistic_start2_every_sample_selected,450,2
unnecessary_continuation_in_hindsight,True,0.0,logistic,True,logistic_start2_every_sample_selected,451,3
correct_early_stop,True,0.0,logistic,True,logistic_start2_every_sample_selected,451,3
correct_early_stop,True,0.0,logistic,True,logistic_start2_every_sample_selected,452,2
unnecessary_continuation_in_hindsight,True,0.0,logistic,True,logistic_start2_every_sample_selected,453,3
correct_early_stop,True,0.0,logistic,True,logistic_start2_every_sample_selected,453,3
unnecessary_continuation_in_hindsight,False,1.0,logistic,False,logistic_start2_every_sample_selected,454,16
stable_wrong_despite_max_compute,False,1.0,logistic,False,logistic_start2_every_sample_selected,454,16
invalid_answer_driven_uncertainty,False,1.0,logistic,False,logistic_start2_every_sample_selected,454,16
correct_early_stop,True,0.0,logistic,True,logistic_start2_every_sample_selected,455,2
unnecessary_continuation_in_hindsight,True,0.25,logistic,True,logistic_start2_every_sample_selected,456,4
correct_early_stop,True,0.25,logistic,True,logistic_start2_every_sample_selected,456,4
invalid_answer_driven_uncertainty,True,0.25,logistic,True,logistic_start2_every_sample_selected,456,4
correct_early_stop,True,0.0,logistic,True,logistic_start2_every_sample_selected,457,2
correct_early_stop,True,0.5,logistic,True,logistic_start2_every_sample_selected,458,2
invalid_answer_driven_uncertainty,True,0.5,logistic,True,logistic_start2_every_sample_selected,458,2
correct_early_stop,True,0.0,logistic,True,logistic_start2_every_sample_selected,459,2
unnecessary_continuation_in_hindsight,True,0.0,logistic,False,logistic_start2_every_sample_selected,460,4
correct_early_stop,True,0.0,logistic,False,logistic_start2_every_sample_selected,460,4
regression_avoided,True,0.0,logistic,False,logistic_start2_every_sample_selected,460,4
correct_early_stop,True,0.0,logistic,True,logistic_start2_every_sample_selected,461,2
correct_early_stop,True,0.0,logistic,True,logistic_start2_every_sample_selected,462,2
correct_early_stop,True,0.0,logistic,True,logistic_start2_every_sample_selected,463,2
correct_early_stop,True,0.0,logistic,True,logistic_start2_every_sample_selected,464,2
correct_early_stop,True,0.0,logistic,True,logistic_start2_every_sample_selected,465,2
unnecessary_continuation_in_hindsight,False,0.0,logistic,False,logistic_start2_every_sample_selected,466,6
unnecessary_continuation_in_hindsight,True,0.0,logistic,True,logistic_start2_every_sample_selected,467,3
correct_early_stop,True,0.0,logistic,True,logistic_start2_every_sample_selected,467,3
correct_early_stop,True,0.0,logistic,True,logistic_start2_every_sample_selected,468,2
correct_early_stop,True,0.0,logistic,True,logistic_start2_every_sample_selected,469,2
premature_stop_missed_recovery,False,0.75,logistic,True,logistic_start2_every_sample_selected,470,4
invalid_answer_driven_uncertainty,False,0.75,logistic,True,logistic_start2_every_sample_selected,470,4
correct_early_stop,True,0.0,logistic,True,logistic_start2_every_sample_selected,471,2
correct_early_stop,True,0.0,logistic,True,logistic_start2_every_sample_selected,472,2
premature_stop_missed_recovery,False,0.0,logistic,True,logistic_start2_every_sample_selected,473,5
unnecessary_continuation_in_hindsight,False,0.0,logistic,True,logistic_start2_every_sample_selected,473,5
correct_early_stop,True,0.0,logistic,True,logistic_start2_every_sample_selected,474,2
invalid_answer_driven_uncertainty,False,0.8888888888888888,logistic,False,logistic_start2_every_sample_selected,475,9
correct_early_stop,True,0.0,logistic,True,logistic_start2_every_sample_selected,476,2
unnecessary_continuation_in_hindsight,True,0.0,logistic,True,logistic_start2_every_sample_selected,477,9
correct_early_stop,True,0.0,logistic,True,logistic_start2_every_sample_selected,477,9
unnecessary_continuation_in_hindsight,False,0.0,logistic,False,logistic_start2_every_sample_selected,478,4
correct_early_stop,True,0.0,logistic,True,logistic_start2_every_sample_selected,479,2
correct_early_stop,True,0.0,logistic,True,logistic_start2_every_sample_selected,480,2
invalid_answer_driven_uncertainty,False,0.2857142857142857,logistic,False,logistic_start2_every_sample_selected,481,7
premature_stop_missed_recovery,False,0.0,logistic,True,logistic_start2_every_sample_selected,482,8
correct_early_stop,True,0.9285714285714286,logistic,True,logistic_start2_every_sample_selected,483,14
invalid_answer_driven_uncertainty,True,0.9285714285714286,logistic,True,logistic_start2_every_sample_selected,483,14
correct_early_stop,True,0.0,logistic,True,logistic_start2_every_sample_selected,484,2
premature_stop_missed_recovery,False,0.5,logistic,True,logistic_start2_every_sample_selected,485,2
invalid_answer_driven_uncertainty,False,0.5,logistic,True,logistic_start2_every_sample_selected,485,2
unnecessary_continuation_in_hindsight,True,0.0,logistic,True,logistic_start2_every_sample_selected,486,4
correct_early_stop,True,0.0,logistic,True,logistic_start2_every_sample_selected,486,4
correct_early_stop,True,0.0,logistic,True,logistic_start2_every_sample_selected,487,2
correct_early_stop,True,0.0,logistic,True,logistic_start2_every_sample_selected,488,2
unnecessary_continuation_in_hindsight,True,0.0,logistic,True,logistic_start2_every_sample_selected,489,3
correct_early_stop,True,0.0,logistic,True,logistic_start2_every_sample_selected,489,3
unnecessary_continuation_in_hindsight,False,0.0,logistic,False,logistic_start2_every_sample_selected,490,6
unnecessary_continuation_in_hindsight,False,0.0,logistic,False,logistic_start2_every_sample_selected,491,15
correct_early_stop,True,0.0,logistic,True,logistic_start2_every_sample_selected,492,2
correct_early_stop,True,0.0,logistic,True,logistic_start2_every_sample_selected,493,2
correct_early_stop,True,0.5,logistic,False,logistic_start2_every_sample_selected,494,2
regression_avoided,True,0.5,logistic,False,logistic_start2_every_sample_selected,494,2
invalid_answer_driven_uncertainty,True,0.5,logistic,False,logistic_start2_every_sample_selected,494,2
unnecessary_continuation_in_hindsight,True,0.0,logistic,True,logistic_start2_every_sample_selected,495,3
correct_early_stop,True,0.0,logistic,True,logistic_start2_every_sample_selected,495,3
unnecessary_continuation_in_hindsight,True,0.0,logistic,True,logistic_start2_every_sample_selected,496,3
correct_early_stop,True,0.0,logistic,True,logistic_start2_every_sample_selected,496,3
invalid_answer_driven_uncertainty,False,0.5,logistic,False,logistic_start2_every_sample_selected,498,2
correct_early_stop,True,0.0,logistic,True,logistic_start2_every_sample_selected,499,2
correct_early_stop,True,0.0,histgb,True,histgb_start2_every_sample_selected,0,2
correct_early_stop,True,0.0,histgb,True,histgb_start2_every_sample_selected,1,2
correct_early_stop,True,0.0,histgb,True,histgb_start2_every_sample_selected,2,2
correct_early_stop,True,0.0,histgb,True,histgb_start2_every_sample_selected,3,2
unnecessary_continuation_in_hindsight,True,0.0,histgb,True,histgb_start2_every_sample_selected,4,4
correct_early_stop,True,0.0,histgb,True,histgb_start2_every_sample_selected,4,4
correct_early_stop,True,0.0,histgb,True,histgb_start2_every_sample_selected,5,2
correct_early_stop,True,0.0,histgb,True,histgb_start2_every_sample_selected,6,2
correct_early_stop,True,0.0,histgb,True,histgb_start2_every_sample_selected,7,5
unnecessary_continuation_in_hindsight,True,0.0,histgb,True,histgb_start2_every_sample_selected,8,4
correct_early_stop,True,0.0,histgb,True,histgb_start2_every_sample_selected,8,4
stable_wrong_despite_max_compute,False,0.125,histgb,False,histgb_start2_every_sample_selected,9,16
invalid_answer_driven_uncertainty,False,0.125,histgb,False,histgb_start2_every_sample_selected,9,16
correct_early_stop,True,0.0,histgb,True,histgb_start2_every_sample_selected,10,2
unnecessary_continuation_in_hindsight,False,0.375,histgb,False,histgb_start2_every_sample_selected,11,16
stable_wrong_despite_max_compute,False,0.375,histgb,False,histgb_start2_every_sample_selected,11,16
invalid_answer_driven_uncertainty,False,0.375,histgb,False,histgb_start2_every_sample_selected,11,16
correct_early_stop,True,0.0,histgb,True,histgb_start2_every_sample_selected,12,2
correct_early_stop,True,0.0,histgb,True,histgb_start2_every_sample_selected,13,2
unnecessary_continuation_in_hindsight,False,0.0,histgb,False,histgb_start2_every_sample_selected,14,4
correct_early_stop,True,0.0,histgb,True,histgb_start2_every_sample_selected,15,2
unnecessary_continuation_in_hindsight,True,0.0,histgb,True,histgb_start2_every_sample_selected,16,3
correct_early_stop,True,0.0,histgb,True,histgb_start2_every_sample_selected,16,3
correct_early_stop,True,0.0,histgb,False,histgb_start2_every_sample_selected,17,4
regression_avoided,True,0.0,histgb,False,histgb_start2_every_sample_selected,17,4
correct_early_stop,True,0.0,histgb,False,histgb_start2_every_sample_selected,18,2
regression_avoided,True,0.0,histgb,False,histgb_start2_every_sample_selected,18,2
correct_early_stop,True,0.0,histgb,True,histgb_start2_every_sample_selected,19,2
