question_index,reference_answer,selected_answer_n1,vote_key_n1,tie_n1,correct_n1,selected_answer_n2,vote_key_n2,tie_n2,correct_n2,selected_answer_n4,vote_key_n4,tie_n4,correct_n4,selected_answer_n8,vote_key_n8,tie_n8,correct_n8,selected_answer_n16,vote_key_n16,tie_n16,correct_n16,category
143,3 \sqrt{5},3\sqrt{5},sympy:3*sqrt(5),False,True,3\sqrt{5},sympy:3*sqrt(5),False,True,3\sqrt{5},sympy:3*sqrt(5),False,True,3\sqrt{5},sympy:3*sqrt(5),False,True,3\sqrt{5},sympy:3*sqrt(5),False,True,stable_correct
144,"(15,-29)","(15, -29)","sympy:(15, -29)",False,True,"(15, -29)","sympy:(15, -29)",False,True,"(15, -29)","sympy:(15, -29)",False,True,"(15, -29)","sympy:(15, -29)",False,True,"(15, -29)","sympy:(15, -29)",False,True,stable_correct
145,-2,-2,sympy:-2,False,True,-2,sympy:-2,True,True,-2,sympy:-2,False,True,-2,sympy:-2,True,True,-2,sympy:-2,False,True,stable_correct
146,\frac{\sqrt{3}}{3},\frac{\sqrt{3}}{3},sympy:sqrt(3)/3,False,True,\frac{\sqrt{3}}{3},sympy:sqrt(3)/3,False,True,\frac{\sqrt{3}}{3},sympy:sqrt(3)/3,False,True,\frac{\sqrt{3}}{3},sympy:sqrt(3)/3,False,True,\frac{\sqrt{3}}{3},sympy:sqrt(3)/3,False,True,stable_correct
147,16,16,sympy:16,False,True,16,sympy:16,True,True,12,sympy:12,False,False,16,sympy:16,True,True,12,sympy:12,False,False,regressed_or_unstable
148,11,11,sympy:11,False,True,11,sympy:11,False,True,11,sympy:11,False,True,11,sympy:11,False,True,11,sympy:11,False,True,stable_correct
149,49,49,sympy:49,False,True,49,sympy:49,False,True,49,sympy:49,False,True,49,sympy:49,False,True,49,sympy:49,False,True,stable_correct
150,1,,,False,False,,,False,False,3,sympy:3,False,False,3,sympy:3,False,False,3,sympy:3,False,False,stable_wrong
151,144,144,sympy:144,False,True,144,sympy:144,False,True,144,sympy:144,False,True,144,sympy:144,False,True,144,sympy:144,False,True,stable_correct
152,8,8,sympy:8,False,True,8,sympy:8,True,True,16,sympy:16,False,False,16,sympy:16,False,False,16,sympy:16,False,False,regressed_or_unstable
153,\frac{2}{21},\frac{2}{21},sympy:2/21,False,True,\frac{2}{21},sympy:2/21,False,True,\frac{2}{21},sympy:2/21,False,True,\frac{2}{21},sympy:2/21,False,True,\frac{2}{21},sympy:2/21,False,True,stable_correct
154,2\sqrt{113},2\sqrt{34},sympy:2*sqrt(34),False,False,2\sqrt{34},sympy:2*sqrt(34),True,False,2\sqrt{34},sympy:2*sqrt(34),True,False,2\sqrt{34},sympy:2*sqrt(34),True,False,2\sqrt{34},sympy:2*sqrt(34),False,False,stable_wrong
155,\frac{1}{4},\frac{1}{4},sympy:1/4,False,True,\frac{1}{4},sympy:1/4,False,True,\frac{1}{4},sympy:1/4,False,True,\frac{1}{4},sympy:1/4,False,True,\frac{1}{4},sympy:1/4,False,True,stable_correct
156,30^\circ,90,sympy:90,False,False,90,sympy:90,False,False,90,sympy:90,False,False,90,sympy:90,False,False,90,sympy:90,False,False,stable_wrong
157,\frac65,\frac{6}{5},sympy:6/5,False,True,\frac{6}{5},sympy:6/5,False,True,\frac{6}{5},sympy:6/5,False,True,\frac{6}{5},sympy:6/5,False,True,\frac{6}{5},sympy:6/5,False,True,stable_correct
158,2107,2107,sympy:2107,False,True,2107,sympy:2107,False,True,2107,sympy:2107,False,True,2107,sympy:2107,False,True,2107,sympy:2107,False,True,stable_correct
159,3.21,3.21,sympy:3.21000000000000,False,True,3.21,sympy:3.21000000000000,False,True,3.21,sympy:3.21000000000000,False,True,3.21,sympy:3.21000000000000,False,True,3.21,sympy:3.21000000000000,False,True,stable_correct
160,18,18,sympy:18,False,True,18,sympy:18,False,True,18,sympy:18,False,True,18,sympy:18,False,True,18,sympy:18,False,True,stable_correct
161,6,6,sympy:6,False,True,6,sympy:6,False,True,6,sympy:6,False,True,6,sympy:6,False,True,6,sympy:6,False,True,stable_correct
162,\dfrac{17}{50},\frac{17}{50},sympy:17/50,False,True,\frac{17}{50},sympy:17/50,False,True,\frac{17}{50},sympy:17/50,False,True,\frac{17}{50},sympy:17/50,False,True,\frac{17}{50},sympy:17/50,False,True,stable_correct
163,-\frac{35}{9},-\frac{35}{9},sympy:-35/9,False,True,-\frac{35}{9},sympy:-35/9,False,True,-\frac{35}{9},sympy:-35/9,False,True,-\frac{35}{9},sympy:-35/9,False,True,-\frac{35}{9},sympy:-35/9,False,True,stable_correct
164,-\sqrt{3},\sqrt{3},sympy:sqrt(3),False,False,\sqrt{3},sympy:sqrt(3),False,False,\sqrt{3},sympy:sqrt(3),False,False,-\sqrt{3},sympy:-sqrt(3),False,True,\sqrt{3},sympy:sqrt(3),False,False,regressed_or_unstable
165,\frac{4}{9},\frac{4}{9},sympy:4/9,False,True,\frac{4}{9},sympy:4/9,False,True,\frac{4}{9},sympy:4/9,False,True,\frac{4}{9},sympy:4/9,False,True,\frac{4}{9},sympy:4/9,False,True,stable_correct
166,\frac{270}7\text{ degrees},\frac{180}{7},sympy:180/7,False,False,\frac{180}{7},sympy:180/7,True,False,\frac{180}{7},sympy:180/7,True,False,\frac{270}{7},sympy:270/7,False,True,\frac{270}{7},sympy:270/7,False,True,recovered
167,65,65,sympy:65,False,True,65,sympy:65,False,True,65,sympy:65,False,True,65,sympy:65,False,True,65,sympy:65,False,True,stable_correct
168,19,12,sympy:12,False,False,12,sympy:12,False,False,12,sympy:12,False,False,12,sympy:12,False,False,12,sympy:12,False,False,stable_wrong
169,12,12,sympy:12,False,True,12,sympy:12,False,True,12,sympy:12,False,True,12,sympy:12,False,True,12,sympy:12,False,True,stable_correct
170,1736,20,sympy:20,False,False,20,sympy:20,False,False,20,sympy:20,False,False,20,sympy:20,False,False,20,sympy:20,False,False,stable_wrong
171,\frac{13}{15},\frac{13}{15},sympy:13/15,False,True,\frac{13}{15},sympy:13/15,False,True,\frac{13}{15},sympy:13/15,False,True,\frac{13}{15},sympy:13/15,False,True,\frac{13}{15},sympy:13/15,False,True,stable_correct
172,350,350,sympy:350,False,True,350,sympy:350,False,True,350,sympy:350,False,True,350,sympy:350,False,True,350,sympy:350,False,True,stable_correct
173,4,4,sympy:4,False,True,4,sympy:4,False,True,4,sympy:4,False,True,4,sympy:4,False,True,4,sympy:4,False,True,stable_correct
174,2,2,sympy:2,False,True,2,sympy:2,False,True,2,sympy:2,False,True,2,sympy:2,False,True,2,sympy:2,False,True,stable_correct
175,3,3,sympy:3,False,True,3,sympy:3,False,True,3,sympy:3,False,True,3,sympy:3,False,True,3,sympy:3,False,True,stable_correct
176,.0000672,0.0000672,sympy:6.72000000000000e-5,False,True,0.0000672,sympy:6.72000000000000e-5,True,True,0.0000672,sympy:6.72000000000000e-5,False,True,0.0000672,sympy:6.72000000000000e-5,False,True,0.0000672,sympy:6.72000000000000e-5,False,True,stable_correct
177,30^\circ,60,sympy:60,False,False,60,sympy:60,False,False,60,sympy:60,False,False,60,sympy:60,False,False,60,sympy:60,False,False,stable_wrong
178,60,60,sympy:60,False,True,60,sympy:60,False,True,60,sympy:60,False,True,60,sympy:60,False,True,60,sympy:60,False,True,stable_correct
179,5x - 7y + 11z + 4 = 0,5x - 7y + 11z + 4 = 0,"sympy:Eq(5*x - 1*7*y + 11*z + 4, 0)",False,True,5x - 7y + 11z + 4 = 0,"sympy:Eq(5*x - 1*7*y + 11*z + 4, 0)",False,True,5x - 7y + 11z + 4 = 0,"sympy:Eq(5*x - 1*7*y + 11*z + 4, 0)",False,True,5x - 7y + 11z + 4 = 0,"sympy:Eq(5*x - 1*7*y + 11*z + 4, 0)",False,True,5x - 7y + 11z + 4 = 0,"sympy:Eq(5*x - 1*7*y + 11*z + 4, 0)",False,True,stable_correct
180,3,3,sympy:3,False,True,3,sympy:3,True,True,3,sympy:3,True,True,2,sympy:2,False,False,3,sympy:3,False,True,regressed_or_unstable
181,\frac{\sqrt{3}}{3},\frac{\sqrt{3}}{3},sympy:sqrt(3)/3,False,True,\frac{\sqrt{3}}{3},sympy:sqrt(3)/3,False,True,\frac{\sqrt{3}}{3},sympy:sqrt(3)/3,False,True,\frac{\sqrt{3}}{3},sympy:sqrt(3)/3,False,True,\frac{\sqrt{3}}{3},sympy:sqrt(3)/3,False,True,stable_correct
182,1251,1251,sympy:1251,False,True,1251,sympy:1251,False,True,1251,sympy:1251,False,True,1251,sympy:1251,False,True,1251,sympy:1251,False,True,stable_correct
183,23,23,sympy:23,False,True,23,sympy:23,False,True,23,sympy:23,False,True,23,sympy:23,False,True,23,sympy:23,False,True,stable_correct
184,"(2,\infty)","[2, \infty)","sympy:Interval(2, oo)",False,False,"[2, \infty)","sympy:Interval(2, oo)",True,False,"[3, \infty)","sympy:Interval(3, oo)",False,False,"[3, \infty)","sympy:Interval(3, oo)",False,False,"[3, \infty)","sympy:Interval(3, oo)",False,False,stable_wrong
185,1,1,sympy:1,False,True,1,sympy:1,False,True,1,sympy:1,False,True,1,sympy:1,False,True,1,sympy:1,False,True,stable_correct
186,7,7,sympy:7,False,True,7,sympy:7,False,True,7,sympy:7,False,True,7,sympy:7,False,True,7,sympy:7,False,True,stable_correct
187,7,7,sympy:7,False,True,7,sympy:7,False,True,7,sympy:7,False,True,7,sympy:7,False,True,7,sympy:7,False,True,stable_correct
188,6,6,sympy:6,False,True,6,sympy:6,False,True,6,sympy:6,False,True,6,sympy:6,False,True,6,sympy:6,False,True,stable_correct
189,160,80,sympy:80,False,False,80,sympy:80,True,False,20,sympy:20,False,False,20,sympy:20,False,False,160,sympy:160,False,True,recovered
190,\frac{13}{18},\frac{13}{18},sympy:13/18,False,True,\frac{13}{18},sympy:13/18,True,True,\frac{13}{18},sympy:13/18,False,True,\frac{13}{18},sympy:13/18,True,True,\frac{25}{36},sympy:25/36,False,False,regressed_or_unstable
191,0,0,sympy:0,False,True,0,sympy:0,False,True,0,sympy:0,False,True,0,sympy:0,False,True,0,sympy:0,False,True,stable_correct
192,30,30,sympy:30,False,True,30,sympy:30,False,True,30,sympy:30,False,True,30,sympy:30,False,True,30,sympy:30,False,True,stable_correct
193,4,4,sympy:4,False,True,4,sympy:4,False,True,4,sympy:4,False,True,4,sympy:4,False,True,4,sympy:4,False,True,stable_correct
194,\frac{1}{4},\frac{1}{4},sympy:1/4,False,True,\frac{1}{4},sympy:1/4,False,True,\frac{1}{4},sympy:1/4,False,True,\frac{1}{4},sympy:1/4,False,True,\frac{1}{4},sympy:1/4,False,True,stable_correct
195,24,24,sympy:24,False,True,24,sympy:24,False,True,24,sympy:24,False,True,24,sympy:24,False,True,24,sympy:24,False,True,stable_correct
196,1600,1600,sympy:1600,False,True,1600,sympy:1600,False,True,1600,sympy:1600,False,True,1600,sympy:1600,False,True,1600,sympy:1600,False,True,stable_correct
197,6,6,sympy:6,False,True,6,sympy:6,True,True,6,sympy:6,False,True,6,sympy:6,False,True,6,sympy:6,False,True,stable_correct
198,"10,\!080",10080,sympy:10080,False,True,10080,sympy:10080,False,True,10080,sympy:10080,False,True,10080,sympy:10080,False,True,10080,sympy:10080,False,True,stable_correct
199,17,17,sympy:17,False,True,17,sympy:17,False,True,17,sympy:17,False,True,17,sympy:17,False,True,17,sympy:17,False,True,stable_correct
200,40,40,sympy:40,False,True,40,sympy:40,False,True,40,sympy:40,False,True,40,sympy:40,False,True,40,sympy:40,False,True,stable_correct
201,66,66,sympy:66,False,True,66,sympy:66,False,True,66,sympy:66,False,True,66,sympy:66,False,True,66,sympy:66,False,True,stable_correct
202,\frac{2}{3},\frac{2}{3},sympy:2/3,False,True,\frac{2}{3},sympy:2/3,False,True,\frac{2}{3},sympy:2/3,False,True,\frac{2}{3},sympy:2/3,False,True,\frac{2}{3},sympy:2/3,False,True,stable_correct
203,12,12,sympy:12,False,True,12,sympy:12,False,True,12,sympy:12,False,True,12,sympy:12,False,True,12,sympy:12,False,True,stable_correct
204,0,256,sympy:256,False,False,256,sympy:256,True,False,256,sympy:256,False,False,256,sympy:256,False,False,16,sympy:16,False,False,stable_wrong
205,\begin{pmatrix} -2 \\ -14 \\ -7 \end{pmatrix},\begin{pmatrix} -2 \\ -14 \\ -7 \end{pmatrix},sympy:-2,False,True,\begin{pmatrix} -2 \\ -14 \\ -7 \end{pmatrix},sympy:-2,False,True,\begin{pmatrix} -2 \\ -14 \\ -7 \end{pmatrix},sympy:-2,False,True,\begin{pmatrix} -2 \\ -14 \\ -7 \end{pmatrix},sympy:-2,False,True,\begin{pmatrix} -2 \\ -14 \\ -7 \end{pmatrix},sympy:-2,False,True,stable_correct
206,"\left( \frac{3}{2}, -13 \right)","\left( \frac{3}{2}, -13 \right)","sympy:(3/2, -13)",False,True,"\left( \frac{3}{2}, -13 \right)","sympy:(3/2, -13)",False,True,"\left( \frac{3}{2}, -13 \right)","sympy:(3/2, -13)",False,True,"\left( \frac{3}{2}, -13 \right)","sympy:(3/2, -13)",False,True,"\left( \frac{3}{2}, -13 \right)","sympy:(3/2, -13)",False,True,stable_correct
207,28,28,sympy:28,False,True,28,sympy:28,False,True,28,sympy:28,False,True,28,sympy:28,False,True,28,sympy:28,False,True,stable_correct
208,1,1,sympy:1,False,True,1,sympy:1,False,True,1,sympy:1,False,True,1,sympy:1,False,True,1,sympy:1,False,True,stable_correct
209,16,16,sympy:16,False,True,16,sympy:16,False,True,16,sympy:16,False,True,16,sympy:16,False,True,16,sympy:16,False,True,stable_correct
210,10,10,sympy:10,False,True,10,sympy:10,True,True,10,sympy:10,True,True,10,sympy:10,False,True,10,sympy:10,False,True,stable_correct
211,5,5,sympy:5,False,True,5,sympy:5,False,True,5,sympy:5,False,True,5,sympy:5,False,True,5,sympy:5,False,True,stable_correct
212,56,56,sympy:56,False,True,56,sympy:56,True,True,56,sympy:56,False,True,56,sympy:56,False,True,56,sympy:56,False,True,stable_correct
213,2,1,sympy:1,False,False,1,sympy:1,False,False,1,sympy:1,False,False,1,sympy:1,False,False,1,sympy:1,False,False,stable_wrong
214,110,65,sympy:65,False,False,65,sympy:65,True,False,100,sympy:100,False,False,100,sympy:100,False,False,100,sympy:100,False,False,stable_wrong
215,2,2,sympy:2,False,True,2,sympy:2,False,True,2,sympy:2,False,True,2,sympy:2,False,True,2,sympy:2,False,True,stable_correct
216,6,6,sympy:6,False,True,6,sympy:6,False,True,6,sympy:6,False,True,6,sympy:6,False,True,6,sympy:6,False,True,stable_correct
217,"11,\! 111,\! 111,\! 100",11111111100,sympy:11111111100,False,False,11111111100,sympy:11111111100,False,False,11111111100,sympy:11111111100,False,False,11111111100,sympy:11111111100,False,False,11111111100,sympy:11111111100,False,False,stable_wrong
218,"(-1,6)","(-1, 6)","sympy:Interval.open(-1, 6)",False,True,"(-1, 6)","sympy:Interval.open(-1, 6)",False,True,"(-1, 6)","sympy:Interval.open(-1, 6)",False,True,"(-1, 6)","sympy:Interval.open(-1, 6)",False,True,"(-1, 6)","sympy:Interval.open(-1, 6)",False,True,stable_correct
219,\frac{1}{2},\frac{1}{2},sympy:1/2,False,True,\frac{1}{2},sympy:1/2,True,True,\frac{1}{2},sympy:1/2,True,True,\frac{1}{2},sympy:1/2,False,True,\frac{1}{2},sympy:1/2,True,True,stable_correct
220,\frac{16}{27},\frac{2}{27},sympy:2/27,False,False,\frac{2}{27},sympy:2/27,False,False,\frac{2}{27},sympy:2/27,False,False,\frac{2}{27},sympy:2/27,False,False,\frac{2}{27},sympy:2/27,False,False,stable_wrong
221,900,900,sympy:900,False,True,900,sympy:900,False,True,900,sympy:900,False,True,900,sympy:900,False,True,900,sympy:900,False,True,stable_correct
222,54,\frac{6}{25},sympy:6/25,False,False,\frac{6}{25},sympy:6/25,True,False,150,sympy:150,False,False,150,sympy:150,False,False,150,sympy:150,False,False,stable_wrong
223,14,14,sympy:14,False,True,14,sympy:14,False,True,14,sympy:14,False,True,14,sympy:14,False,True,14,sympy:14,False,True,stable_correct
224,\frac{9}{256},\frac{1}{16},sympy:1/16,False,False,\frac{1}{16},sympy:1/16,False,False,\frac{1}{16},sympy:1/16,False,False,\frac{1}{16},sympy:1/16,False,False,\frac{1}{16},sympy:1/16,False,False,stable_wrong
225,11,11,sympy:11,False,True,11,sympy:11,False,True,11,sympy:11,False,True,11,sympy:11,False,True,11,sympy:11,False,True,stable_correct
226,3,3,sympy:3,False,True,3,sympy:3,False,True,3,sympy:3,False,True,3,sympy:3,False,True,3,sympy:3,False,True,stable_correct
227,\text{(C)},\text{C},sympy:c,False,True,\text{C},sympy:c,False,True,\text{C},sympy:c,False,True,\text{C},sympy:c,False,True,\text{C},sympy:c,False,True,stable_correct
228,288 \pi,36,sympy:36,False,False,36,sympy:36,True,False,288\pi,sympy:288*pi,False,True,288\pi,sympy:288*pi,False,True,288\pi,sympy:288*pi,False,True,recovered
229,90,90,sympy:90,False,True,90,sympy:90,False,True,90,sympy:90,False,True,90,sympy:90,False,True,90,sympy:90,False,True,stable_correct
230,\frac{16}{5},\frac{16}{5},sympy:16/5,False,True,\frac{16}{5},sympy:16/5,False,True,\frac{16}{5},sympy:16/5,False,True,\frac{16}{5},sympy:16/5,False,True,\frac{16}{5},sympy:16/5,False,True,stable_correct
231,10,10,sympy:10,False,True,10,sympy:10,False,True,10,sympy:10,False,True,10,sympy:10,False,True,10,sympy:10,False,True,stable_correct
232,\frac{1997}{2},998,sympy:998,False,False,998,sympy:998,True,False,\frac{1997}{2},sympy:1997/2,False,True,\frac{1997}{2},sympy:1997/2,False,True,\frac{1997}{2},sympy:1997/2,False,True,recovered
233,30^\circ,30,sympy:30,False,True,30,sympy:30,False,True,30,sympy:30,False,True,30,sympy:30,False,True,30,sympy:30,False,True,stable_correct
234,34,49,sympy:49,False,False,49,sympy:49,False,False,49,sympy:49,True,False,34,sympy:34,False,True,34,sympy:34,False,True,recovered
235,\frac 59,\frac{5}{9},sympy:5/9,False,True,\frac{5}{9},sympy:5/9,False,True,\frac{5}{9},sympy:5/9,False,True,\frac{5}{9},sympy:5/9,False,True,\frac{5}{9},sympy:5/9,False,True,stable_correct
236,12,24,sympy:24,False,False,24,sympy:24,True,False,24,sympy:24,True,False,24,sympy:24,True,False,15,sympy:15,True,False,stable_wrong
237,22,22,sympy:22,False,True,22,sympy:22,False,True,22,sympy:22,False,True,22,sympy:22,False,True,22,sympy:22,False,True,stable_correct
238,-4,-4,sympy:-4,False,True,-4,sympy:-4,False,True,-4,sympy:-4,False,True,-4,sympy:-4,False,True,-4,sympy:-4,False,True,stable_correct
239,16,,,False,False,,,False,False,,,False,False,,,False,False,,,False,False,stable_wrong
240,116,68,sympy:68,False,False,68,sympy:68,True,False,68,sympy:68,True,False,52,sympy:52,False,False,52,sympy:52,False,False,stable_wrong
241,17,17,sympy:17,False,True,17,sympy:17,False,True,17,sympy:17,False,True,17,sympy:17,False,True,17,sympy:17,False,True,stable_correct
242,"\$32,\!348",27879,sympy:27879,False,False,27879,sympy:27879,True,False,32349,sympy:32349,False,False,32349,sympy:32349,False,False,32349,sympy:32349,False,False,stable_wrong
243,3,3,sympy:3,False,True,3,sympy:3,False,True,3,sympy:3,False,True,3,sympy:3,False,True,3,sympy:3,False,True,stable_correct
244,8,8,sympy:8,False,True,8,sympy:8,False,True,8,sympy:8,False,True,8,sympy:8,False,True,8,sympy:8,False,True,stable_correct
245,-13x+3,-9x + 2,sympy:-1*9*x + 2,False,False,-9x + 2,sympy:-1*9*x + 2,True,False,-9x + 2,sympy:-1*9*x + 2,True,False,-9x + 2,sympy:-1*9*x + 2,True,False,-10x,sympy:-1*10*x,False,False,stable_wrong
246,8,8,sympy:8,False,True,8,sympy:8,False,True,8,sympy:8,False,True,8,sympy:8,False,True,8,sympy:8,False,True,stable_correct
247,\frac{10}{11},\frac{10}{11},sympy:10/11,False,True,\frac{10}{11},sympy:10/11,False,True,\frac{10}{11},sympy:10/11,False,True,\frac{10}{11},sympy:10/11,False,True,\frac{10}{11},sympy:10/11,False,True,stable_correct
248,\begin{pmatrix} -1 & 0 \\ 0 & -1 \end{pmatrix},,,False,False,,,False,False,,,False,False,,,False,False,,,False,False,stable_wrong
249,17,14,sympy:14,False,False,14,sympy:14,False,False,11,sympy:11,False,False,11,sympy:11,False,False,11,sympy:11,True,False,stable_wrong
250,13,13,sympy:13,False,True,13,sympy:13,False,True,13,sympy:13,False,True,13,sympy:13,False,True,13,sympy:13,False,True,stable_correct
251,540,540,sympy:540,False,True,540,sympy:540,False,True,540,sympy:540,False,True,540,sympy:540,False,True,540,sympy:540,False,True,stable_correct
252,81,81,sympy:81,False,True,81,sympy:81,False,True,81,sympy:81,False,True,81,sympy:81,False,True,81,sympy:81,False,True,stable_correct
253,\frac{1}{8},\frac{1}{8},sympy:1/8,False,True,\frac{1}{8},sympy:1/8,False,True,\frac{1}{8},sympy:1/8,False,True,\frac{1}{8},sympy:1/8,False,True,\frac{1}{8},sympy:1/8,False,True,stable_correct
254,28,28,sympy:28,False,True,28,sympy:28,False,True,28,sympy:28,False,True,28,sympy:28,False,True,28,sympy:28,False,True,stable_correct
255,\text{(E)},E,sympy:e,False,True,E,sympy:e,False,True,E,sympy:e,False,True,E,sympy:e,False,True,E,sympy:e,False,True,stable_correct
256,\frac{8}{21},\frac{8}{21},sympy:8/21,False,True,\frac{8}{21},sympy:8/21,False,True,\frac{8}{21},sympy:8/21,False,True,\frac{8}{21},sympy:8/21,False,True,\frac{8}{21},sympy:8/21,False,True,stable_correct
257,864 \mbox{ inches}^2,864,sympy:864,False,True,864,sympy:864,False,True,864,sympy:864,False,True,864,sympy:864,False,True,864,sympy:864,False,True,stable_correct
258,16,16,sympy:16,False,True,16,sympy:16,False,True,16,sympy:16,False,True,16,sympy:16,False,True,16,sympy:16,False,True,stable_correct
259,22,22,sympy:22,False,True,22,sympy:22,False,True,22,sympy:22,False,True,22,sympy:22,False,True,22,sympy:22,False,True,stable_correct
260,120^\circ,120,sympy:120,False,True,120,sympy:120,False,True,120,sympy:120,False,True,120,sympy:120,False,True,120,sympy:120,False,True,stable_correct
261,76^\circ,76,sympy:76,False,True,76,sympy:76,False,True,76,sympy:76,False,True,76,sympy:76,False,True,76,sympy:76,False,True,stable_correct
262,4,4,sympy:4,False,True,4,sympy:4,False,True,4,sympy:4,False,True,4,sympy:4,False,True,4,sympy:4,False,True,stable_correct
263,15,15,sympy:15,False,True,15,sympy:15,False,True,15,sympy:15,False,True,15,sympy:15,False,True,15,sympy:15,False,True,stable_correct
264,1\frac{4}{5},5,sympy:5,False,False,5,sympy:5,False,False,5,sympy:5,False,False,5,sympy:5,False,False,5,sympy:5,False,False,stable_wrong
265,4005,4005,sympy:4005,False,True,4005,sympy:4005,False,True,4005,sympy:4005,False,True,4005,sympy:4005,False,True,4005,sympy:4005,False,True,stable_correct
266,\dfrac{33}{100},**,parsed:**,False,False,**,parsed:**,False,False,**,parsed:**,True,False,\frac{33}{100},sympy:33/100,False,True,\frac{33}{100},sympy:33/100,False,True,recovered
267,180^\circ,90,sympy:90,False,False,90,sympy:90,True,False,90,sympy:90,False,False,180,sympy:180,False,True,180,sympy:180,False,True,recovered
268,1,1,sympy:1,False,True,1,sympy:1,False,True,1,sympy:1,False,True,1,sympy:1,False,True,1,sympy:1,False,True,stable_correct
269,6,6,sympy:6,False,True,6,sympy:6,False,True,6,sympy:6,False,True,6,sympy:6,False,True,6,sympy:6,False,True,stable_correct
270,10,10,sympy:10,False,True,10,sympy:10,False,True,10,sympy:10,False,True,10,sympy:10,False,True,10,sympy:10,False,True,stable_correct
271,333,333,sympy:333,False,True,333,sympy:333,False,True,333,sympy:333,False,True,333,sympy:333,False,True,333,sympy:333,False,True,stable_correct
272,1030,1030,sympy:1030,False,True,1030,sympy:1030,False,True,1030,sympy:1030,False,True,92,sympy:92,False,False,1030,sympy:1030,False,True,regressed_or_unstable
273,1250,1250,sympy:1250,False,True,1250,sympy:1250,False,True,1250,sympy:1250,False,True,1250,sympy:1250,False,True,1250,sympy:1250,False,True,stable_correct
274,18+2\pi,18,sympy:18,False,False,18,sympy:18,True,False,18,sympy:18,True,False,36,sympy:36,False,False,36,sympy:36,False,False,stable_wrong
275,7,7,sympy:7,False,True,7,sympy:7,False,True,7,sympy:7,False,True,7,sympy:7,False,True,7,sympy:7,False,True,stable_correct
276,11,11,sympy:11,False,True,11,sympy:11,False,True,11,sympy:11,False,True,11,sympy:11,False,True,11,sympy:11,False,True,stable_correct
277,\sqrt{53},\sqrt{53},sympy:sqrt(53),False,True,\sqrt{53},sympy:sqrt(53),False,True,\sqrt{53},sympy:sqrt(53),False,True,\sqrt{53},sympy:sqrt(53),False,True,\sqrt{53},sympy:sqrt(53),False,True,stable_correct
278,255,255,sympy:255,False,True,255,sympy:255,False,True,255,sympy:255,False,True,255,sympy:255,False,True,255,sympy:255,False,True,stable_correct
279,7\pi,4\pi,sympy:4*pi,False,False,4\pi,sympy:4*pi,False,False,4\pi,sympy:4*pi,False,False,7\pi,sympy:7*pi,False,True,7\pi,sympy:7*pi,False,True,recovered
280,8,8,sympy:8,False,True,8,sympy:8,False,True,8,sympy:8,False,True,8,sympy:8,False,True,8,sympy:8,False,True,stable_correct
281,36^\circ,72^\circ,sympy:72,False,False,72^\circ,sympy:72,True,False,36,sympy:36,False,True,36,sympy:36,False,True,36,sympy:36,False,True,recovered
282,129,497,sympy:497,False,False,497,sympy:497,False,False,497,sympy:497,False,False,497,sympy:497,False,False,497,sympy:497,False,False,stable_wrong
283,1,1,sympy:1,False,True,1,sympy:1,False,True,1,sympy:1,False,True,1,sympy:1,False,True,1,sympy:1,False,True,stable_correct
284,3 \pm 2 \sqrt{2},"3 + 2\sqrt{2}, 3 - 2\sqrt{2}","sympy:{2*sqrt(2) + 3, -1*2*sqrt(2) + 3}",False,True,"3 + 2\sqrt{2}, 3 - 2\sqrt{2}","sympy:{2*sqrt(2) + 3, -1*2*sqrt(2) + 3}",False,True,"3 + 2\sqrt{2}, 3 - 2\sqrt{2}","sympy:{2*sqrt(2) + 3, -1*2*sqrt(2) + 3}",False,True,"3 + 2\sqrt{2}, 3 - 2\sqrt{2}","sympy:{2*sqrt(2) + 3, -1*2*sqrt(2) + 3}",True,True,\text{No solution},sympy:i*l*n*n*o*o*o*s*t*u,False,False,regressed_or_unstable
285,440,,,False,False,,,False,False,280,sympy:280,False,False,280,sympy:280,True,False,280,sympy:280,True,False,stable_wrong
286,\frac{17}{21},,,False,False,\frac{1}{2},sympy:1/2,False,False,\frac{1}{2},sympy:1/2,True,False,\frac{1}{2},sympy:1/2,True,False,\frac{1}{2},sympy:1/2,False,False,stable_wrong
287,36,36,sympy:36,False,True,36,sympy:36,False,True,36,sympy:36,False,True,36,sympy:36,False,True,36,sympy:36,False,True,stable_correct
288,7,\sqrt{89},sympy:sqrt(89),False,False,\sqrt{89},sympy:sqrt(89),False,False,\sqrt{89},sympy:sqrt(89),False,False,\sqrt{89},sympy:sqrt(89),False,False,\sqrt{89},sympy:sqrt(89),True,False,stable_wrong
289,16,16,sympy:16,False,True,16,sympy:16,False,True,16,sympy:16,False,True,16,sympy:16,False,True,16,sympy:16,False,True,stable_correct
290,4,4,sympy:4,False,True,4,sympy:4,True,True,4,sympy:4,True,True,4,sympy:4,False,True,4,sympy:4,False,True,stable_correct
291,63,63,sympy:63,False,True,63,sympy:63,True,True,56,sympy:56,False,False,63,sympy:63,False,True,63,sympy:63,False,True,regressed_or_unstable
292,898,1260,sympy:1260,False,False,1260,sympy:1260,False,False,1260,sympy:1260,False,False,1260,sympy:1260,False,False,1260,sympy:1260,True,False,stable_wrong
