correct_at_stop,hybrid_stop_budget,invalid_extraction_driven_uncertainty,invalid_rate_at_stop,margin_missed_recovery_opportunity,margin_stop_budget,margin_to_hybrid_override,n16_correct,plurality_switches_t2_t16,policy_id,premature_stop_with_missed_recovery,primary_category,question_index,regression_avoided,safe_early_stop,stable_wrong_trajectory,stop_budget,successful_hybrid_intervention,unnecessary_continuation,unstable_trajectory
True,2,False,0.0,False,2,False,True,0,hybrid_logistic_start2_every_sample_lambda10,False,safe_early_stop,356,False,True,False,2,False,False,False
True,2,False,0.0,False,2,False,True,0,hybrid_logistic_start2_every_sample_lambda10,False,safe_early_stop,360,False,True,False,2,False,False,False
True,2,False,0.0,False,2,False,True,0,hybrid_logistic_start2_every_sample_lambda10,False,safe_early_stop,368,False,True,False,2,False,False,False
True,2,False,0.0,False,2,False,True,0,hybrid_logistic_start2_every_sample_lambda10,False,safe_early_stop,379,False,True,False,2,False,False,False
False,2,False,0.0,False,2,False,True,1,hybrid_logistic_start2_every_sample_lambda10,True,premature_stop_with_missed_recovery,385,False,False,False,2,False,False,False
False,2,False,0.0,False,2,False,False,0,hybrid_logistic_start2_every_sample_lambda10,False,stable_wrong_trajectory,392,False,True,True,2,False,False,False
True,2,False,0.0,False,2,False,True,0,hybrid_logistic_start2_every_sample_lambda10,False,safe_early_stop,393,False,True,False,2,False,False,False
True,14,True,0.42857142857142855,False,14,False,True,1,hybrid_logistic_start2_every_sample_lambda10,False,invalid_extraction_driven_uncertainty,394,False,True,False,14,False,False,False
True,2,False,0.0,False,2,False,True,0,hybrid_logistic_start2_every_sample_lambda10,False,safe_early_stop,397,False,True,False,2,False,False,False
True,2,False,0.0,False,2,False,True,0,hybrid_logistic_start2_every_sample_lambda10,False,safe_early_stop,402,False,True,False,2,False,False,False
True,2,False,0.0,False,2,False,True,0,hybrid_logistic_start2_every_sample_lambda10,False,safe_early_stop,404,False,True,False,2,False,False,False
True,2,False,0.0,False,2,False,True,0,hybrid_logistic_start2_every_sample_lambda10,False,safe_early_stop,410,False,True,False,2,False,False,False
True,2,False,0.0,False,2,False,True,0,hybrid_logistic_start2_every_sample_lambda10,False,safe_early_stop,415,False,True,False,2,False,False,False
True,2,False,0.0,False,2,False,True,0,hybrid_logistic_start2_every_sample_lambda10,False,safe_early_stop,416,False,True,False,2,False,False,False
True,2,False,0.0,False,2,False,True,0,hybrid_logistic_start2_every_sample_lambda10,False,safe_early_stop,417,False,True,False,2,False,False,False
True,2,False,0.0,False,2,False,True,0,hybrid_logistic_start2_every_sample_lambda10,False,safe_early_stop,426,False,True,False,2,False,False,False
True,4,False,0.0,False,4,False,True,0,hybrid_logistic_start2_every_sample_lambda10,False,safe_early_stop,428,False,True,False,4,False,False,False
False,16,False,0.0,False,16,False,False,4,hybrid_logistic_start2_every_sample_lambda10,False,unnecessary_continuation,431,False,False,False,16,False,True,True
False,16,True,0.8125,False,2,True,False,0,hybrid_logistic_start2_every_sample_lambda10,False,unnecessary_continuation,432,False,False,True,16,False,True,False
True,2,False,0.0,False,2,False,True,0,hybrid_logistic_start2_every_sample_lambda10,False,safe_early_stop,435,False,True,False,2,False,False,False
True,2,False,0.0,False,2,False,True,0,hybrid_logistic_start2_every_sample_lambda10,False,safe_early_stop,440,False,True,False,2,False,False,False
True,2,False,0.0,False,2,False,True,0,hybrid_logistic_start2_every_sample_lambda10,False,safe_early_stop,442,False,True,False,2,False,False,False
True,3,True,0.3333333333333333,False,2,True,True,0,hybrid_logistic_start2_every_sample_lambda10,False,invalid_extraction_driven_uncertainty,458,False,True,False,3,False,False,False
True,2,False,0.0,False,2,False,True,0,hybrid_logistic_start2_every_sample_lambda10,False,safe_early_stop,461,False,True,False,2,False,False,False
True,2,False,0.0,False,2,False,True,0,hybrid_logistic_start2_every_sample_lambda10,False,safe_early_stop,464,False,True,False,2,False,False,False
True,2,False,0.0,False,2,False,True,0,hybrid_logistic_start2_every_sample_lambda10,False,safe_early_stop,468,False,True,False,2,False,False,False
True,10,False,0.0,False,10,False,True,0,hybrid_logistic_start2_every_sample_lambda10,False,safe_early_stop,477,False,True,False,10,False,False,False
True,2,False,0.0,False,2,False,True,0,hybrid_logistic_start2_every_sample_lambda10,False,safe_early_stop,493,False,True,False,2,False,False,False
True,2,False,0.0,False,2,False,True,0,hybrid_logistic_start2_every_sample_lambda10,False,safe_early_stop,499,False,True,False,2,False,False,False
True,3,False,0.0,False,2,True,True,0,hybrid_logistic_start2_every_sample_lambda10,False,safe_early_stop,2,False,True,False,3,False,False,False
True,3,False,0.0,False,2,True,True,0,hybrid_logistic_start2_every_sample_lambda10,False,safe_early_stop,5,False,True,False,3,False,False,False
True,3,False,0.0,False,2,True,True,0,hybrid_logistic_start2_every_sample_lambda10,False,safe_early_stop,6,False,True,False,3,False,False,False
True,10,False,0.0,False,10,False,True,1,hybrid_logistic_start2_every_sample_lambda10,False,safe_early_stop,7,False,True,False,10,False,False,False
True,3,False,0.0,False,2,True,True,0,hybrid_logistic_start2_every_sample_lambda10,False,safe_early_stop,22,False,True,False,3,False,False,False
True,3,False,0.0,False,2,True,True,0,hybrid_logistic_start2_every_sample_lambda10,False,safe_early_stop,23,False,True,False,3,False,False,False
True,3,False,0.0,False,2,True,True,0,hybrid_logistic_start2_every_sample_lambda10,False,safe_early_stop,29,False,True,False,3,False,False,False
True,3,False,0.0,False,2,True,True,0,hybrid_logistic_start2_every_sample_lambda10,False,safe_early_stop,32,False,True,False,3,False,False,False
True,3,False,0.0,False,2,True,True,0,hybrid_logistic_start2_every_sample_lambda10,False,safe_early_stop,39,False,True,False,3,False,False,False
False,10,False,0.0,False,4,True,False,1,hybrid_logistic_start2_every_sample_lambda10,False,safe_early_stop,43,False,True,False,10,False,False,False
True,3,False,0.0,False,2,True,True,0,hybrid_logistic_start2_every_sample_lambda10,False,safe_early_stop,57,False,True,False,3,False,False,False
True,5,False,0.0,False,2,True,True,0,hybrid_logistic_start2_every_sample_lambda10,False,safe_early_stop,58,False,True,False,5,False,False,False
True,3,False,0.0,False,2,True,True,0,hybrid_logistic_start2_every_sample_lambda10,False,safe_early_stop,73,False,True,False,3,False,False,False
True,3,False,0.0,False,2,True,True,0,hybrid_logistic_start2_every_sample_lambda10,False,safe_early_stop,75,False,True,False,3,False,False,False
True,3,False,0.0,False,2,True,True,0,hybrid_logistic_start2_every_sample_lambda10,False,safe_early_stop,79,False,True,False,3,False,False,False
True,3,False,0.0,False,2,True,True,0,hybrid_logistic_start2_every_sample_lambda10,False,safe_early_stop,83,False,True,False,3,False,False,False
True,3,False,0.0,False,2,True,True,0,hybrid_logistic_start2_every_sample_lambda10,False,safe_early_stop,87,False,True,False,3,False,False,False
True,7,False,0.0,False,4,True,True,1,hybrid_logistic_start2_every_sample_lambda10,False,safe_early_stop,89,False,True,False,7,False,False,False
True,3,False,0.0,False,2,True,True,0,hybrid_logistic_start2_every_sample_lambda10,False,safe_early_stop,92,False,True,False,3,False,False,False
False,5,True,0.4,False,2,True,False,0,hybrid_logistic_start2_every_sample_lambda10,False,invalid_extraction_driven_uncertainty,99,False,True,True,5,False,False,False
True,3,False,0.0,False,2,True,True,0,hybrid_logistic_start2_every_sample_lambda10,False,safe_early_stop,106,False,True,False,3,False,False,False
False,7,True,0.7142857142857143,False,4,True,False,1,hybrid_logistic_start2_every_sample_lambda10,False,invalid_extraction_driven_uncertainty,110,False,True,False,7,False,False,False
True,3,False,0.0,False,2,True,True,0,hybrid_logistic_start2_every_sample_lambda10,False,safe_early_stop,113,False,True,False,3,False,False,False
True,3,False,0.0,False,2,True,True,0,hybrid_logistic_start2_every_sample_lambda10,False,safe_early_stop,139,False,True,False,3,False,False,False
True,3,False,0.0,False,2,True,True,0,hybrid_logistic_start2_every_sample_lambda10,False,safe_early_stop,146,False,True,False,3,False,False,False
False,16,True,0.3125,False,16,False,False,3,hybrid_logistic_start2_every_sample_lambda10,False,unnecessary_continuation,147,False,False,False,16,False,True,True
True,3,False,0.0,False,2,True,True,0,hybrid_logistic_start2_every_sample_lambda10,False,safe_early_stop,155,False,True,False,3,False,False,False
False,14,True,0.2857142857142857,False,2,True,False,0,hybrid_logistic_start2_every_sample_lambda10,False,invalid_extraction_driven_uncertainty,156,False,True,True,14,False,False,False
True,3,False,0.0,False,2,True,True,0,hybrid_logistic_start2_every_sample_lambda10,False,safe_early_stop,160,False,True,False,3,False,False,False
False,16,True,0.0625,False,2,True,False,4,hybrid_logistic_start2_every_sample_lambda10,False,unnecessary_continuation,164,False,False,False,16,False,True,True
True,3,False,0.0,False,2,True,True,0,hybrid_logistic_start2_every_sample_lambda10,False,safe_early_stop,169,False,True,False,3,False,False,False
True,3,False,0.0,False,2,True,True,0,hybrid_logistic_start2_every_sample_lambda10,False,safe_early_stop,174,False,True,False,3,False,False,False
True,3,False,0.0,False,2,True,True,0,hybrid_logistic_start2_every_sample_lambda10,False,safe_early_stop,175,False,True,False,3,False,False,False
False,16,False,0.0,False,16,False,False,1,hybrid_logistic_start2_every_sample_lambda10,False,unnecessary_continuation,184,False,False,False,16,False,True,False
True,3,False,0.0,False,2,True,True,0,hybrid_logistic_start2_every_sample_lambda10,False,safe_early_stop,185,False,True,False,3,False,False,False
True,3,False,0.0,False,2,True,True,0,hybrid_logistic_start2_every_sample_lambda10,False,safe_early_stop,186,False,True,False,3,False,False,False
True,3,False,0.0,False,2,True,True,0,hybrid_logistic_start2_every_sample_lambda10,False,safe_early_stop,187,False,True,False,3,False,False,False
True,16,True,0.375,False,16,False,True,2,hybrid_logistic_start2_every_sample_lambda10,False,invalid_extraction_driven_uncertainty,189,False,False,False,16,False,False,True
True,3,False,0.0,False,2,True,True,0,hybrid_logistic_start2_every_sample_lambda10,False,safe_early_stop,193,False,True,False,3,False,False,False
True,3,False,0.0,False,2,True,True,0,hybrid_logistic_start2_every_sample_lambda10,False,safe_early_stop,199,False,True,False,3,False,False,False
True,3,False,0.0,False,2,True,True,0,hybrid_logistic_start2_every_sample_lambda10,False,safe_early_stop,203,False,True,False,3,False,False,False
False,16,False,0.0,False,4,True,False,1,hybrid_logistic_start2_every_sample_lambda10,False,unnecessary_continuation,204,False,False,False,16,False,True,False
False,3,False,0.0,False,2,True,False,0,hybrid_logistic_start2_every_sample_lambda10,False,stable_wrong_trajectory,217,False,True,True,3,False,False,False
True,3,False,0.0,False,2,True,True,0,hybrid_logistic_start2_every_sample_lambda10,False,safe_early_stop,230,False,True,False,3,False,False,False
True,8,False,0.0,True,2,True,True,1,hybrid_logistic_start2_every_sample_lambda10,False,safe_early_stop,234,False,True,False,8,True,False,False
True,3,False,0.0,False,2,True,True,0,hybrid_logistic_start2_every_sample_lambda10,False,safe_early_stop,235,False,True,False,3,False,False,False
True,6,False,0.0,False,2,True,True,0,hybrid_logistic_start2_every_sample_lambda10,False,safe_early_stop,246,False,True,False,6,False,False,False
False,16,True,1.0,False,16,False,False,0,hybrid_logistic_start2_every_sample_lambda10,False,unnecessary_continuation,248,False,False,True,16,False,True,False
True,3,False,0.0,False,2,True,True,0,hybrid_logistic_start2_every_sample_lambda10,False,safe_early_stop,255,False,True,False,3,False,False,False
True,3,False,0.0,False,2,True,True,0,hybrid_logistic_start2_every_sample_lambda10,False,safe_early_stop,259,False,True,False,3,False,False,False
True,3,False,0.0,False,2,True,True,0,hybrid_logistic_start2_every_sample_lambda10,False,safe_early_stop,269,False,True,False,3,False,False,False
True,3,False,0.0,False,2,True,True,0,hybrid_logistic_start2_every_sample_lambda10,False,safe_early_stop,280,False,True,False,3,False,False,False
False,9,True,0.8888888888888888,False,2,True,False,0,hybrid_logistic_start2_every_sample_lambda10,False,invalid_extraction_driven_uncertainty,292,False,True,True,9,False,False,False
True,6,False,0.0,False,4,True,True,1,hybrid_logistic_start2_every_sample_lambda10,False,safe_early_stop,294,False,True,False,6,False,False,False
True,3,False,0.0,False,2,True,True,0,hybrid_logistic_start2_every_sample_lambda10,False,safe_early_stop,300,False,True,False,3,False,False,False
False,3,False,0.0,False,2,True,False,0,hybrid_logistic_start2_every_sample_lambda10,False,stable_wrong_trajectory,301,False,True,True,3,False,False,False
True,16,True,0.375,False,16,False,True,2,hybrid_logistic_start2_every_sample_lambda10,False,unnecessary_continuation,302,False,False,False,16,False,True,True
True,4,True,0.25,False,2,True,True,0,hybrid_logistic_start2_every_sample_lambda10,False,invalid_extraction_driven_uncertainty,304,False,True,False,4,False,False,False
True,3,False,0.0,False,2,True,True,0,hybrid_logistic_start2_every_sample_lambda10,False,safe_early_stop,307,False,True,False,3,False,False,False
False,16,False,0.0,False,16,False,False,3,hybrid_logistic_start2_every_sample_lambda10,False,unnecessary_continuation,309,False,False,False,16,False,True,True
True,3,False,0.0,False,2,True,True,0,hybrid_logistic_start2_every_sample_lambda10,False,safe_early_stop,311,False,True,False,3,False,False,False
False,3,False,0.0,False,2,True,False,0,hybrid_logistic_start2_every_sample_lambda10,False,stable_wrong_trajectory,317,False,True,True,3,False,False,False
True,3,False,0.0,False,2,True,True,0,hybrid_logistic_start2_every_sample_lambda10,False,safe_early_stop,318,False,True,False,3,False,False,False
True,3,False,0.0,False,2,True,True,0,hybrid_logistic_start2_every_sample_lambda10,False,safe_early_stop,319,False,True,False,3,False,False,False
True,3,False,0.0,False,2,True,True,0,hybrid_logistic_start2_every_sample_lambda10,False,safe_early_stop,321,False,True,False,3,False,False,False
False,16,True,0.75,False,2,True,False,0,hybrid_logistic_start2_every_sample_lambda10,False,unnecessary_continuation,327,False,False,True,16,False,True,False
True,3,False,0.0,False,2,True,True,0,hybrid_logistic_start2_every_sample_lambda10,False,safe_early_stop,341,False,True,False,3,False,False,False
True,3,False,0.0,False,2,True,True,0,hybrid_logistic_start2_every_sample_lambda10,False,safe_early_stop,344,False,True,False,3,False,False,False
True,16,False,0.0,False,16,False,True,1,hybrid_logistic_start2_every_sample_lambda10,False,unnecessary_continuation,357,False,False,False,16,False,True,False
True,3,False,0.0,False,2,True,True,0,hybrid_logistic_start2_every_sample_lambda10,False,safe_early_stop,361,False,True,False,3,False,False,False
True,3,False,0.0,False,2,True,True,0,hybrid_logistic_start2_every_sample_lambda10,False,safe_early_stop,363,False,True,False,3,False,False,False
True,3,False,0.0,False,2,True,True,0,hybrid_logistic_start2_every_sample_lambda10,False,safe_early_stop,370,False,True,False,3,False,False,False
False,16,False,0.0,False,16,False,False,4,hybrid_logistic_start2_every_sample_lambda10,False,unnecessary_continuation,372,False,False,False,16,False,True,True
True,3,False,0.0,False,2,True,True,0,hybrid_logistic_start2_every_sample_lambda10,False,safe_early_stop,375,False,True,False,3,False,False,False
True,16,True,0.1875,True,2,True,True,1,hybrid_logistic_start2_every_sample_lambda10,False,unnecessary_continuation,380,False,False,False,16,True,True,False
True,3,False,0.0,False,2,True,True,0,hybrid_logistic_start2_every_sample_lambda10,False,safe_early_stop,384,False,True,False,3,False,False,False
True,3,False,0.0,False,2,True,True,0,hybrid_logistic_start2_every_sample_lambda10,False,safe_early_stop,399,False,True,False,3,False,False,False
True,3,False,0.0,False,2,True,True,0,hybrid_logistic_start2_every_sample_lambda10,False,safe_early_stop,411,False,True,False,3,False,False,False
True,3,False,0.0,False,2,True,True,0,hybrid_logistic_start2_every_sample_lambda10,False,safe_early_stop,413,False,True,False,3,False,False,False
False,16,True,0.75,False,4,True,False,1,hybrid_logistic_start2_every_sample_lambda10,False,unnecessary_continuation,419,False,False,False,16,False,True,False
True,3,False,0.0,False,2,True,True,0,hybrid_logistic_start2_every_sample_lambda10,False,safe_early_stop,433,False,True,False,3,False,False,False
True,3,False,0.0,False,2,True,True,0,hybrid_logistic_start2_every_sample_lambda10,False,safe_early_stop,434,False,True,False,3,False,False,False
True,5,True,0.6,False,2,True,True,0,hybrid_logistic_start2_every_sample_lambda10,False,invalid_extraction_driven_uncertainty,436,False,True,False,5,False,False,False
True,3,False,0.0,False,2,True,True,0,hybrid_logistic_start2_every_sample_lambda10,False,safe_early_stop,452,False,True,False,3,False,False,False
True,4,True,0.25,False,2,True,True,0,hybrid_logistic_start2_every_sample_lambda10,False,invalid_extraction_driven_uncertainty,459,False,True,False,4,False,False,False
False,16,False,0.0,False,4,True,False,3,hybrid_logistic_start2_every_sample_lambda10,False,unnecessary_continuation,460,False,False,False,16,False,True,True
True,3,False,0.0,False,2,True,True,0,hybrid_logistic_start2_every_sample_lambda10,False,safe_early_stop,462,False,True,False,3,False,False,False
True,3,False,0.0,False,2,True,True,0,hybrid_logistic_start2_every_sample_lambda10,False,safe_early_stop,463,False,True,False,3,False,False,False
False,16,False,0.0,False,16,False,False,3,hybrid_logistic_start2_every_sample_lambda10,False,unnecessary_continuation,466,False,False,False,16,False,True,True
True,3,False,0.0,False,2,True,True,0,hybrid_logistic_start2_every_sample_lambda10,False,safe_early_stop,471,False,True,False,3,False,False,False
True,3,False,0.0,False,2,True,True,0,hybrid_logistic_start2_every_sample_lambda10,False,safe_early_stop,472,False,True,False,3,False,False,False
False,16,True,0.875,False,9,True,False,1,hybrid_logistic_start2_every_sample_lambda10,False,unnecessary_continuation,475,False,False,False,16,False,True,False
True,3,False,0.0,False,2,True,True,0,hybrid_logistic_start2_every_sample_lambda10,False,safe_early_stop,479,False,True,False,3,False,False,False
True,16,True,0.0625,False,16,False,True,2,hybrid_logistic_start2_every_sample_lambda10,False,unnecessary_continuation,482,False,False,False,16,False,True,True
True,15,True,0.9333333333333333,False,14,True,True,1,hybrid_logistic_start2_every_sample_lambda10,False,invalid_extraction_driven_uncertainty,483,False,True,False,15,False,False,False
True,3,False,0.0,False,2,True,True,0,hybrid_logistic_start2_every_sample_lambda10,False,safe_early_stop,484,False,True,False,3,False,False,False
False,16,True,0.125,False,16,False,False,0,hybrid_logistic_start2_every_sample_lambda10,False,unnecessary_continuation,490,False,False,True,16,False,True,False
True,3,False,0.0,False,2,True,True,0,hybrid_logistic_start2_every_sample_lambda10,False,safe_early_stop,492,False,True,False,3,False,False,False
False,16,True,0.25,False,2,True,False,1,hybrid_logistic_start2_every_sample_lambda10,False,unnecessary_continuation,494,False,False,False,16,False,True,False
False,16,False,0.0,False,16,False,False,1,hybrid_logistic_start2_every_sample_lambda10,False,unnecessary_continuation,497,False,False,False,16,False,True,False
True,2,False,0.0,False,2,False,False,3,hybrid_logistic_start2_every_sample_lambda10,False,regression_avoided,18,True,True,False,2,False,False,True
True,16,False,0.0,False,16,False,True,0,hybrid_logistic_start2_every_sample_lambda10,False,unnecessary_continuation,24,False,False,False,16,False,True,False
False,2,True,0.5,False,2,False,False,1,hybrid_logistic_start2_every_sample_lambda10,False,invalid_extraction_driven_uncertainty,25,False,True,False,2,False,False,False
False,16,False,0.0,False,16,False,False,0,hybrid_logistic_start2_every_sample_lambda10,False,unnecessary_continuation,26,False,False,True,16,False,True,False
True,2,False,0.0,False,2,False,True,0,hybrid_logistic_start2_every_sample_lambda10,False,safe_early_stop,27,False,True,False,2,False,False,False
True,2,False,0.0,False,2,False,True,0,hybrid_logistic_start2_every_sample_lambda10,False,safe_early_stop,35,False,True,False,2,False,False,False
True,4,False,0.0,False,4,False,True,1,hybrid_logistic_start2_every_sample_lambda10,False,safe_early_stop,36,False,True,False,4,False,False,False
True,2,False,0.0,False,2,False,True,0,hybrid_logistic_start2_every_sample_lambda10,False,safe_early_stop,37,False,True,False,2,False,False,False
True,2,False,0.0,False,2,False,True,0,hybrid_logistic_start2_every_sample_lambda10,False,safe_early_stop,44,False,True,False,2,False,False,False
True,2,False,0.0,False,2,False,True,0,hybrid_logistic_start2_every_sample_lambda10,False,safe_early_stop,53,False,True,False,2,False,False,False
True,2,False,0.0,False,2,False,True,0,hybrid_logistic_start2_every_sample_lambda10,False,safe_early_stop,54,False,True,False,2,False,False,False
True,2,False,0.0,False,2,False,True,0,hybrid_logistic_start2_every_sample_lambda10,False,safe_early_stop,56,False,True,False,2,False,False,False
False,2,True,0.5,False,2,False,True,1,hybrid_logistic_start2_every_sample_lambda10,True,premature_stop_with_missed_recovery,64,False,False,False,2,False,False,False
True,2,False,0.0,False,2,False,True,0,hybrid_logistic_start2_every_sample_lambda10,False,safe_early_stop,65,False,True,False,2,False,False,False
True,2,False,0.0,False,2,False,True,0,hybrid_logistic_start2_every_sample_lambda10,False,safe_early_stop,68,False,True,False,2,False,False,False
True,2,False,0.0,False,2,False,True,0,hybrid_logistic_start2_every_sample_lambda10,False,safe_early_stop,70,False,True,False,2,False,False,False
True,2,False,0.0,False,2,False,True,0,hybrid_logistic_start2_every_sample_lambda10,False,safe_early_stop,81,False,True,False,2,False,False,False
True,16,False,0.0,False,16,False,True,3,hybrid_logistic_start2_every_sample_lambda10,False,unnecessary_continuation,82,False,False,False,16,False,True,True
True,2,False,0.0,False,2,False,True,0,hybrid_logistic_start2_every_sample_lambda10,False,safe_early_stop,95,False,True,False,2,False,False,False
True,2,False,0.0,False,2,False,True,0,hybrid_logistic_start2_every_sample_lambda10,False,safe_early_stop,98,False,True,False,2,False,False,False
False,2,True,0.5,False,2,False,False,0,hybrid_logistic_start2_every_sample_lambda10,False,invalid_extraction_driven_uncertainty,101,False,True,True,2,False,False,False
True,4,False,0.0,False,4,False,True,0,hybrid_logistic_start2_every_sample_lambda10,False,safe_early_stop,108,False,True,False,4,False,False,False
True,2,False,0.0,False,2,False,True,0,hybrid_logistic_start2_every_sample_lambda10,False,safe_early_stop,116,False,True,False,2,False,False,False
False,4,False,0.0,False,4,False,False,0,hybrid_logistic_start2_every_sample_lambda10,False,stable_wrong_trajectory,120,False,True,True,4,False,False,False
True,2,False,0.0,False,2,False,True,0,hybrid_logistic_start2_every_sample_lambda10,False,safe_early_stop,124,False,True,False,2,False,False,False
True,2,False,0.0,False,2,False,True,0,hybrid_logistic_start2_every_sample_lambda10,False,safe_early_stop,125,False,True,False,2,False,False,False
False,2,True,0.5,False,2,False,False,0,hybrid_logistic_start2_every_sample_lambda10,False,invalid_extraction_driven_uncertainty,126,False,True,True,2,False,False,False
True,2,False,0.0,False,2,False,True,0,hybrid_logistic_start2_every_sample_lambda10,False,safe_early_stop,130,False,True,False,2,False,False,False
True,2,False,0.0,False,2,False,True,0,hybrid_logistic_start2_every_sample_lambda10,False,safe_early_stop,131,False,True,False,2,False,False,False
True,2,False,0.0,False,2,False,True,0,hybrid_logistic_start2_every_sample_lambda10,False,safe_early_stop,134,False,True,False,2,False,False,False
True,2,False,0.0,False,2,False,True,0,hybrid_logistic_start2_every_sample_lambda10,False,safe_early_stop,137,False,True,False,2,False,False,False
True,2,False,0.0,False,2,False,True,0,hybrid_logistic_start2_every_sample_lambda10,False,safe_early_stop,140,False,True,False,2,False,False,False
True,2,False,0.0,False,2,False,True,0,hybrid_logistic_start2_every_sample_lambda10,False,safe_early_stop,144,False,True,False,2,False,False,False
False,16,True,0.125,False,16,False,False,3,hybrid_logistic_start2_every_sample_lambda10,False,unnecessary_continuation,152,False,False,False,16,False,True,True
True,2,False,0.0,False,2,False,True,0,hybrid_logistic_start2_every_sample_lambda10,False,safe_early_stop,153,False,True,False,2,False,False,False
True,2,False,0.0,False,2,False,True,0,hybrid_logistic_start2_every_sample_lambda10,False,safe_early_stop,157,False,True,False,2,False,False,False
True,2,False,0.0,False,2,False,True,0,hybrid_logistic_start2_every_sample_lambda10,False,safe_early_stop,159,False,True,False,2,False,False,False
True,10,False,0.0,False,10,False,True,1,hybrid_logistic_start2_every_sample_lambda10,False,safe_early_stop,166,False,True,False,10,False,False,False
False,2,True,0.5,False,2,False,False,0,hybrid_logistic_start2_every_sample_lambda10,False,invalid_extraction_driven_uncertainty,168,False,True,True,2,False,False,False
True,2,False,0.0,False,2,False,True,0,hybrid_logistic_start2_every_sample_lambda10,False,safe_early_stop,171,False,True,False,2,False,False,False
False,8,False,0.0,False,8,False,True,2,hybrid_logistic_start2_every_sample_lambda10,True,premature_stop_with_missed_recovery,180,False,False,False,8,False,False,True
True,2,False,0.0,False,2,False,True,0,hybrid_logistic_start2_every_sample_lambda10,False,safe_early_stop,182,False,True,False,2,False,False,False
True,2,False,0.0,False,2,False,True,0,hybrid_logistic_start2_every_sample_lambda10,False,safe_early_stop,192,False,True,False,2,False,False,False
True,2,False,0.0,False,2,False,True,0,hybrid_logistic_start2_every_sample_lambda10,False,safe_early_stop,194,False,True,False,2,False,False,False
True,4,False,0.0,False,4,False,True,0,hybrid_logistic_start2_every_sample_lambda10,False,safe_early_stop,197,False,True,False,4,False,False,False
True,2,False,0.0,False,2,False,True,0,hybrid_logistic_start2_every_sample_lambda10,False,safe_early_stop,201,False,True,False,2,False,False,False
True,2,False,0.0,False,2,False,True,0,hybrid_logistic_start2_every_sample_lambda10,False,safe_early_stop,206,False,True,False,2,False,False,False
True,2,False,0.0,False,2,False,True,0,hybrid_logistic_start2_every_sample_lambda10,False,safe_early_stop,207,False,True,False,2,False,False,False
True,2,False,0.0,False,2,False,True,0,hybrid_logistic_start2_every_sample_lambda10,False,safe_early_stop,229,False,True,False,2,False,False,False
True,2,False,0.0,False,2,False,True,0,hybrid_logistic_start2_every_sample_lambda10,False,safe_early_stop,237,False,True,False,2,False,False,False
True,2,False,0.0,False,2,False,True,0,hybrid_logistic_start2_every_sample_lambda10,False,safe_early_stop,241,False,True,False,2,False,False,False
False,6,False,0.0,False,6,False,False,1,hybrid_logistic_start2_every_sample_lambda10,False,safe_early_stop,242,False,True,False,6,False,False,False
False,2,True,0.5,False,2,False,False,1,hybrid_logistic_start2_every_sample_lambda10,False,invalid_extraction_driven_uncertainty,249,False,True,False,2,False,False,False
True,2,False,0.0,False,2,False,True,0,hybrid_logistic_start2_every_sample_lambda10,False,safe_early_stop,263,False,True,False,2,False,False,False
True,2,False,0.0,False,2,False,True,0,hybrid_logistic_start2_every_sample_lambda10,False,safe_early_stop,268,False,True,False,2,False,False,False
True,2,False,0.0,False,2,False,True,0,hybrid_logistic_start2_every_sample_lambda10,False,safe_early_stop,270,False,True,False,2,False,False,False
True,2,False,0.0,False,2,False,True,0,hybrid_logistic_start2_every_sample_lambda10,False,safe_early_stop,271,False,True,False,2,False,False,False
True,2,False,0.0,False,2,False,True,2,hybrid_logistic_start2_every_sample_lambda10,False,unstable_trajectory,272,False,True,False,2,False,False,True
False,16,False,0.0,False,16,False,False,1,hybrid_logistic_start2_every_sample_lambda10,False,unnecessary_continuation,274,False,False,False,16,False,True,False
True,2,False,0.0,False,2,False,True,0,hybrid_logistic_start2_every_sample_lambda10,False,safe_early_stop,275,False,True,False,2,False,False,False
True,2,False,0.0,False,2,False,True,0,hybrid_logistic_start2_every_sample_lambda10,False,safe_early_stop,276,False,True,False,2,False,False,False
True,16,False,0.0,False,16,False,True,3,hybrid_logistic_start2_every_sample_lambda10,False,unnecessary_continuation,281,False,False,False,16,False,True,True
False,2,False,0.0,False,2,False,False,0,hybrid_logistic_start2_every_sample_lambda10,False,stable_wrong_trajectory,282,False,True,True,2,False,False,False
True,2,False,0.0,False,2,False,True,0,hybrid_logistic_start2_every_sample_lambda10,False,safe_early_stop,283,False,True,False,2,False,False,False
False,2,True,0.5,False,2,False,False,0,hybrid_logistic_start2_every_sample_lambda10,False,invalid_extraction_driven_uncertainty,286,False,True,True,2,False,False,False
False,2,True,0.5,False,2,False,False,0,hybrid_logistic_start2_every_sample_lambda10,False,invalid_extraction_driven_uncertainty,288,False,True,True,2,False,False,False
False,2,False,0.0,False,2,False,False,0,hybrid_logistic_start2_every_sample_lambda10,False,stable_wrong_trajectory,296,False,True,True,2,False,False,False
True,2,False,0.0,False,2,False,True,0,hybrid_logistic_start2_every_sample_lambda10,False,safe_early_stop,312,False,True,False,2,False,False,False
True,2,False,0.0,False,2,False,True,0,hybrid_logistic_start2_every_sample_lambda10,False,safe_early_stop,313,False,True,False,2,False,False,False
