question_index,prefix,plurality_vote_key,plurality_correct,valid_answers,consensus,answer_entropy,vote_margin,unique_answers,answer_stability,invalid_extraction_rate,cumulative_output_tokens,delta_consensus,delta_entropy,delta_vote_margin,plurality_changed_previous_step,plurality_switches_so_far,longest_stable_streak_so_far,top_two_count_gap,recent_current_plurality_support,answer_change_risk,missed_recovery_risk,regression_risk,safe_stop,unsafe_stop
36,15,"sympy:{3, 5, 7}",1,12,0.6666666666666666,0.6365141682948128,0.3333333333333333,2,13,0.2,11493,-0.06060606060606066,0.050561549991261945,-0.12121212121212122,0,1,13,4,0.5,0,0,0,1,0
36,16,"sympy:{3, 5, 7}",1,13,0.6153846153846154,0.8587409130062869,0.3076923076923077,3,14,0.1875,12476,-0.05128205128205121,0.22222674471147408,-0.025641025641025605,0,1,14,4,0.3333333333333333,0,0,0,1,0
37,1,sympy:72,1,1,1.0,-0.0,1.0,1,1,0.0,192,0.0,0.0,0.0,0,0,1,1,1.0,0,0,0,1,0
37,2,sympy:72,1,2,1.0,-0.0,1.0,1,2,0.0,391,0.0,0.0,0.0,0,0,2,2,1.0,0,0,0,1,0
37,3,sympy:72,1,3,1.0,-0.0,1.0,1,3,0.0,617,0.0,0.0,0.0,0,0,3,3,1.0,0,0,0,1,0
37,4,sympy:72,1,4,1.0,-0.0,1.0,1,4,0.0,810,0.0,0.0,0.0,0,0,4,4,1.0,0,0,0,1,0
37,5,sympy:72,1,5,1.0,-0.0,1.0,1,5,0.0,1028,0.0,0.0,0.0,0,0,5,5,1.0,0,0,0,1,0
37,6,sympy:72,1,6,1.0,-0.0,1.0,1,6,0.0,1270,0.0,0.0,0.0,0,0,6,6,1.0,0,0,0,1,0
37,7,sympy:72,1,7,1.0,-0.0,1.0,1,7,0.0,1484,0.0,0.0,0.0,0,0,7,7,1.0,0,0,0,1,0
37,8,sympy:72,1,8,1.0,-0.0,1.0,1,8,0.0,1749,0.0,0.0,0.0,0,0,8,8,1.0,0,0,0,1,0
37,9,sympy:72,1,9,1.0,-0.0,1.0,1,9,0.0,1980,0.0,0.0,0.0,0,0,9,9,1.0,0,0,0,1,0
37,10,sympy:72,1,10,1.0,-0.0,1.0,1,10,0.0,2204,0.0,0.0,0.0,0,0,10,10,1.0,0,0,0,1,0
37,11,sympy:72,1,11,1.0,-0.0,1.0,1,11,0.0,2515,0.0,0.0,0.0,0,0,11,11,1.0,0,0,0,1,0
37,12,sympy:72,1,12,1.0,-0.0,1.0,1,12,0.0,2691,0.0,0.0,0.0,0,0,12,12,1.0,0,0,0,1,0
37,13,sympy:72,1,13,1.0,-0.0,1.0,1,13,0.0,2943,0.0,0.0,0.0,0,0,13,13,1.0,0,0,0,1,0
37,14,sympy:72,1,14,1.0,-0.0,1.0,1,14,0.0,3298,0.0,0.0,0.0,0,0,14,14,1.0,0,0,0,1,0
37,15,sympy:72,1,15,1.0,-0.0,1.0,1,15,0.0,3490,0.0,0.0,0.0,0,0,15,15,1.0,0,0,0,1,0
37,16,sympy:72,1,16,1.0,-0.0,1.0,1,16,0.0,3770,0.0,0.0,0.0,0,0,16,16,1.0,0,0,0,1,0
38,1,sympy:2000,1,1,1.0,-0.0,1.0,1,1,0.0,227,0.0,0.0,0.0,0,0,1,1,1.0,0,0,0,1,0
38,2,sympy:2000,1,2,1.0,-0.0,1.0,1,2,0.0,467,0.0,0.0,0.0,0,0,2,2,1.0,0,0,0,1,0
38,3,sympy:2000,1,3,1.0,-0.0,1.0,1,3,0.0,727,0.0,0.0,0.0,0,0,3,3,1.0,0,0,0,1,0
38,4,sympy:2000,1,4,1.0,-0.0,1.0,1,4,0.0,954,0.0,0.0,0.0,0,0,4,4,1.0,0,0,0,1,0
38,5,sympy:2000,1,5,1.0,-0.0,1.0,1,5,0.0,1206,0.0,0.0,0.0,0,0,5,5,1.0,0,0,0,1,0
38,6,sympy:2000,1,6,1.0,-0.0,1.0,1,6,0.0,1448,0.0,0.0,0.0,0,0,6,6,1.0,0,0,0,1,0
38,7,sympy:2000,1,7,1.0,-0.0,1.0,1,7,0.0,1701,0.0,0.0,0.0,0,0,7,7,1.0,0,0,0,1,0
38,8,sympy:2000,1,8,1.0,-0.0,1.0,1,8,0.0,1933,0.0,0.0,0.0,0,0,8,8,1.0,0,0,0,1,0
38,9,sympy:2000,1,9,1.0,-0.0,1.0,1,9,0.0,2211,0.0,0.0,0.0,0,0,9,9,1.0,0,0,0,1,0
38,10,sympy:2000,1,10,1.0,-0.0,1.0,1,10,0.0,2410,0.0,0.0,0.0,0,0,10,10,1.0,0,0,0,1,0
38,11,sympy:2000,1,11,1.0,-0.0,1.0,1,11,0.0,2641,0.0,0.0,0.0,0,0,11,11,1.0,0,0,0,1,0
38,12,sympy:2000,1,12,1.0,-0.0,1.0,1,12,0.0,2889,0.0,0.0,0.0,0,0,12,12,1.0,0,0,0,1,0
38,13,sympy:2000,1,13,1.0,-0.0,1.0,1,13,0.0,3141,0.0,0.0,0.0,0,0,13,13,1.0,0,0,0,1,0
38,14,sympy:2000,1,14,1.0,-0.0,1.0,1,14,0.0,3390,0.0,0.0,0.0,0,0,14,14,1.0,0,0,0,1,0
38,15,sympy:2000,1,15,1.0,-0.0,1.0,1,15,0.0,3621,0.0,0.0,0.0,0,0,15,15,1.0,0,0,0,1,0
38,16,sympy:2000,1,16,1.0,-0.0,1.0,1,16,0.0,3895,0.0,0.0,0.0,0,0,16,16,1.0,0,0,0,1,0
39,1,sympy:23,1,1,1.0,-0.0,1.0,1,1,0.0,544,0.0,0.0,0.0,0,0,1,1,1.0,0,0,0,1,0
39,2,sympy:23,1,2,1.0,-0.0,1.0,1,2,0.0,995,0.0,0.0,0.0,0,0,2,2,1.0,0,0,0,1,0
39,3,sympy:23,1,3,1.0,-0.0,1.0,1,3,0.0,1520,0.0,0.0,0.0,0,0,3,3,1.0,0,0,0,1,0
39,4,sympy:23,1,4,1.0,-0.0,1.0,1,4,0.0,2019,0.0,0.0,0.0,0,0,4,4,1.0,0,0,0,1,0
39,5,sympy:23,1,5,1.0,-0.0,1.0,1,5,0.0,2624,0.0,0.0,0.0,0,0,5,5,1.0,0,0,0,1,0
39,6,sympy:23,1,6,1.0,-0.0,1.0,1,6,0.0,3190,0.0,0.0,0.0,0,0,6,6,1.0,0,0,0,1,0
39,7,sympy:23,1,7,1.0,-0.0,1.0,1,7,0.0,3844,0.0,0.0,0.0,0,0,7,7,1.0,0,0,0,1,0
39,8,sympy:23,1,8,1.0,-0.0,1.0,1,8,0.0,4433,0.0,0.0,0.0,0,0,8,8,1.0,0,0,0,1,0
39,9,sympy:23,1,9,0.8888888888888888,0.34883209584303193,0.7777777777777778,2,9,0.0,5106,-0.11111111111111116,0.34883209584303193,-0.2222222222222222,0,0,9,7,0.6666666666666666,0,0,0,1,0
39,10,sympy:23,1,10,0.9,0.3250829733914482,0.8,2,10,0.0,5831,0.011111111111111183,-0.023749122451583726,0.022222222222222254,0,0,10,8,0.6666666666666666,0,0,0,1,0
39,11,sympy:23,1,11,0.8181818181818182,0.6001660731596457,0.7272727272727273,3,11,0.0,6377,-0.08181818181818179,0.27508309976819745,-0.07272727272727275,0,0,11,8,0.3333333333333333,0,0,0,1,0
39,12,sympy:23,1,12,0.8333333333333334,0.5660857389596289,0.75,3,12,0.0,6864,0.015151515151515138,-0.03408033420001677,0.022727272727272707,0,0,12,9,0.6666666666666666,0,0,0,1,0
39,13,sympy:23,1,13,0.8461538461538461,0.5359610497090694,0.7692307692307693,3,13,0.0,7384,0.012820512820512775,-0.030124689250559444,0.019230769230769273,0,0,13,10,0.6666666666666666,0,0,0,1,0
39,14,sympy:23,1,14,0.8571428571428571,0.509137344082687,0.7857142857142857,3,14,0.0,8058,0.01098901098901095,-0.026823705626382477,0.016483516483516425,0,0,14,11,1.0,0,0,0,1,0
39,15,sympy:23,1,15,0.8,0.7201248812718097,0.7333333333333333,4,15,0.0,8572,-0.05714285714285705,0.21098753718912278,-0.05238095238095242,0,0,15,11,0.6666666666666666,0,0,0,1,0
39,16,sympy:23,1,16,0.8125,0.6885673693022826,0.75,4,16,0.0,9113,0.012499999999999956,-0.03155751196952716,0.01666666666666672,0,0,16,12,0.6666666666666666,0,0,0,1,0
40,1,sympy:12,1,1,1.0,-0.0,1.0,1,1,0.0,287,0.0,0.0,0.0,0,0,1,1,1.0,0,0,0,1,0
40,2,sympy:12,1,2,1.0,-0.0,1.0,1,2,0.0,507,0.0,0.0,0.0,0,0,2,2,1.0,0,0,0,1,0
40,3,sympy:12,1,3,1.0,-0.0,1.0,1,3,0.0,753,0.0,0.0,0.0,0,0,3,3,1.0,0,0,0,1,0
40,4,sympy:12,1,4,1.0,-0.0,1.0,1,4,0.0,972,0.0,0.0,0.0,0,0,4,4,1.0,0,0,0,1,0
40,5,sympy:12,1,5,1.0,-0.0,1.0,1,5,0.0,1195,0.0,0.0,0.0,0,0,5,5,1.0,0,0,0,1,0
40,6,sympy:12,1,6,1.0,-0.0,1.0,1,6,0.0,1435,0.0,0.0,0.0,0,0,6,6,1.0,0,0,0,1,0
40,7,sympy:12,1,7,1.0,-0.0,1.0,1,7,0.0,1722,0.0,0.0,0.0,0,0,7,7,1.0,0,0,0,1,0
40,8,sympy:12,1,8,1.0,-0.0,1.0,1,8,0.0,2011,0.0,0.0,0.0,0,0,8,8,1.0,0,0,0,1,0
40,9,sympy:12,1,9,1.0,-0.0,1.0,1,9,0.0,2230,0.0,0.0,0.0,0,0,9,9,1.0,0,0,0,1,0
40,10,sympy:12,1,10,1.0,-0.0,1.0,1,10,0.0,2469,0.0,0.0,0.0,0,0,10,10,1.0,0,0,0,1,0
40,11,sympy:12,1,11,1.0,-0.0,1.0,1,11,0.0,2679,0.0,0.0,0.0,0,0,11,11,1.0,0,0,0,1,0
40,12,sympy:12,1,12,1.0,-0.0,1.0,1,12,0.0,2917,0.0,0.0,0.0,0,0,12,12,1.0,0,0,0,1,0
40,13,sympy:12,1,13,1.0,-0.0,1.0,1,13,0.0,3175,0.0,0.0,0.0,0,0,13,13,1.0,0,0,0,1,0
40,14,sympy:12,1,14,1.0,-0.0,1.0,1,14,0.0,3485,0.0,0.0,0.0,0,0,14,14,1.0,0,0,0,1,0
40,15,sympy:12,1,15,1.0,-0.0,1.0,1,15,0.0,3746,0.0,0.0,0.0,0,0,15,15,1.0,0,0,0,1,0
40,16,sympy:12,1,16,1.0,-0.0,1.0,1,16,0.0,3969,0.0,0.0,0.0,0,0,16,16,1.0,0,0,0,1,0
41,1,sympy:17,1,1,1.0,-0.0,1.0,1,1,0.0,538,0.0,0.0,0.0,0,0,1,1,1.0,1,0,1,1,0
41,2,sympy:17,1,2,0.5,0.6931471805599453,0.0,2,2,0.0,1198,-0.5,0.6931471805599453,-1.0,0,0,2,0,0.5,1,0,1,1,0
41,3,sympy:17,1,3,0.3333333333333333,1.0986122886681096,0.0,3,3,0.0,1705,-0.16666666666666669,0.4054651081081643,0.0,0,0,3,0,0.3333333333333333,1,0,1,1,0
41,4,sympy:17,1,4,0.5,1.0397207708399179,0.25,3,4,0.0,2115,0.16666666666666669,-0.058891517828191686,0.25,0,0,4,1,0.3333333333333333,1,0,1,1,0
41,5,sympy:17,1,5,0.4,1.3321790402101223,0.2,4,5,0.0,2680,-0.09999999999999998,0.29245826937020447,-0.04999999999999999,0,0,5,1,0.3333333333333333,1,0,1,1,0
41,6,sympy:17,1,6,0.5,1.242453324894,0.3333333333333333,4,6,0.0,3309,0.09999999999999998,-0.08972571531612239,0.1333333333333333,0,0,6,2,0.6666666666666666,1,0,1,1,0
41,7,sympy:17,1,7,0.42857142857142855,1.277034259466139,0.14285714285714285,4,7,0.0,3899,-0.07142857142857145,0.034580934572139066,-0.19047619047619047,0,0,7,1,0.3333333333333333,1,0,1,1,0
41,8,sympy:17,1,8,0.375,1.2554823251787535,0.0,4,8,0.0,4429,-0.05357142857142855,-0.021551934287385555,-0.14285714285714285,0,0,8,0,0.3333333333333333,1,0,1,1,0
41,9,sympy:17,1,9,0.3333333333333333,1.310783678099714,0.0,4,9,0.0,4945,-0.041666666666666685,0.0553013529209605,0.0,0,0,9,0,0.0,1,0,1,1,0
41,10,sympy:5,0,10,0.4,1.2798542258336676,0.1,4,1,0.0,5523,0.06666666666666671,-0.030929452266046376,0.1,1,1,9,1,0.6666666666666666,0,0,0,1,0
41,11,sympy:5,0,11,0.45454545454545453,1.2406842919533958,0.18181818181818182,4,2,0.0,6015,0.05454545454545451,-0.03916993388027179,0.08181818181818182,0,1,9,2,0.6666666666666666,0,0,0,1,0
41,12,sympy:5,0,12,0.5,1.198849312913621,0.25,4,3,0.0,6602,0.04545454545454547,-0.04183497903977473,0.06818181818181818,0,1,9,3,1.0,0,0,0,1,0
41,13,sympy:5,0,13,0.5384615384615384,1.1569876443452742,0.3076923076923077,4,4,0.0,7189,0.038461538461538436,-0.04186166856834683,0.05769230769230771,0,1,9,4,1.0,0,0,0,1,0
41,14,sympy:5,0,14,0.5714285714285714,1.1163670752893367,0.35714285714285715,4,5,0.0,7770,0.03296703296703296,-0.04062056905593758,0.04945054945054944,0,1,9,5,1.0,0,0,0,1,0
41,15,sympy:5,0,15,0.6,1.0775733728921972,0.4,4,6,0.0,8293,0.02857142857142858,-0.03879370239713942,0.04285714285714287,0,1,9,6,1.0,0,0,0,1,0
41,16,sympy:5,0,16,0.5625,1.1034329096381919,0.3125,4,7,0.0,8697,-0.03749999999999998,0.025859536745994616,-0.08750000000000002,0,1,9,5,0.6666666666666666,0,0,0,1,0
42,1,sympy:4,1,1,1.0,-0.0,1.0,1,1,0.0,400,0.0,0.0,0.0,0,0,1,1,1.0,0,0,0,1,0
42,2,sympy:4,1,2,1.0,-0.0,1.0,1,2,0.0,685,0.0,0.0,0.0,0,0,2,2,1.0,0,0,0,1,0
42,3,sympy:4,1,3,1.0,-0.0,1.0,1,3,0.0,962,0.0,0.0,0.0,0,0,3,3,1.0,0,0,0,1,0
42,4,sympy:4,1,4,1.0,-0.0,1.0,1,4,0.0,1382,0.0,0.0,0.0,0,0,4,4,1.0,0,0,0,1,0
42,5,sympy:4,1,5,1.0,-0.0,1.0,1,5,0.0,1652,0.0,0.0,0.0,0,0,5,5,1.0,0,0,0,1,0
42,6,sympy:4,1,6,1.0,-0.0,1.0,1,6,0.0,1931,0.0,0.0,0.0,0,0,6,6,1.0,0,0,0,1,0
42,7,sympy:4,1,7,1.0,-0.0,1.0,1,7,0.0,2218,0.0,0.0,0.0,0,0,7,7,1.0,0,0,0,1,0
42,8,sympy:4,1,8,1.0,-0.0,1.0,1,8,0.0,2469,0.0,0.0,0.0,0,0,8,8,1.0,0,0,0,1,0
42,9,sympy:4,1,9,1.0,-0.0,1.0,1,9,0.0,2746,0.0,0.0,0.0,0,0,9,9,1.0,0,0,0,1,0
42,10,sympy:4,1,10,1.0,-0.0,1.0,1,10,0.0,3031,0.0,0.0,0.0,0,0,10,10,1.0,0,0,0,1,0
42,11,sympy:4,1,11,1.0,-0.0,1.0,1,11,0.0,3344,0.0,0.0,0.0,0,0,11,11,1.0,0,0,0,1,0
42,12,sympy:4,1,12,1.0,-0.0,1.0,1,12,0.0,3659,0.0,0.0,0.0,0,0,12,12,1.0,0,0,0,1,0
42,13,sympy:4,1,13,1.0,-0.0,1.0,1,13,0.0,3919,0.0,0.0,0.0,0,0,13,13,1.0,0,0,0,1,0
42,14,sympy:4,1,14,1.0,-0.0,1.0,1,14,0.0,4206,0.0,0.0,0.0,0,0,14,14,1.0,0,0,0,1,0
42,15,sympy:4,1,15,1.0,-0.0,1.0,1,15,0.0,4514,0.0,0.0,0.0,0,0,15,15,1.0,0,0,0,1,0
42,16,sympy:4,1,16,1.0,-0.0,1.0,1,16,0.0,4780,0.0,0.0,0.0,0,0,16,16,1.0,0,0,0,1,0
43,1,sympy:20*sqrt(5) + 80,0,1,1.0,-0.0,1.0,1,1,0.0,705,0.0,0.0,0.0,0,0,1,1,1.0,1,0,0,1,1
43,2,sympy:20*sqrt(5) + 80,0,2,0.5,0.6931471805599453,0.0,2,2,0.0,1253,-0.5,0.6931471805599453,-1.0,0,0,2,0,0.5,1,0,0,1,1
43,3,sympy:20*sqrt(5) + 10*sqrt(34),0,3,0.6666666666666666,0.6365141682948128,0.3333333333333333,2,1,0.0,1885,0.16666666666666663,-0.05663301226513251,0.3333333333333333,1,1,2,1,0.6666666666666666,0,0,0,1,0
43,4,sympy:20*sqrt(5) + 10*sqrt(34),0,4,0.75,0.5623351446188083,0.5,2,2,0.0,2715,0.08333333333333337,-0.07417902367600449,0.16666666666666669,0,1,2,2,1.0,0,0,0,1,0
43,5,sympy:20*sqrt(5) + 10*sqrt(34),0,5,0.6,0.9502705392332347,0.4,3,3,0.0,3591,-0.15000000000000002,0.3879353946144264,-0.09999999999999998,0,1,3,2,0.6666666666666666,0,0,0,1,0
43,6,sympy:20*sqrt(5) + 10*sqrt(34),0,6,0.5,1.242453324894,0.3333333333333333,4,4,0.0,4311,-0.09999999999999998,0.2921827856607653,-0.06666666666666671,0,1,4,2,0.3333333333333333,0,0,0,1,0
43,7,sympy:20*sqrt(5) + 10*sqrt(34),0,7,0.5714285714285714,1.1537419427010902,0.42857142857142855,4,5,0.0,4820,0.0714285714285714,-0.08871138219290975,0.09523809523809523,0,1,5,3,0.3333333333333333,0,0,0,1,0
43,8,sympy:20*sqrt(5) + 10*sqrt(34),0,8,0.5,1.3862943611198906,0.375,5,6,0.0,5451,-0.0714285714285714,0.23255241841880037,-0.05357142857142855,0,1,6,3,0.3333333333333333,0,0,0,1,0
43,9,sympy:20*sqrt(5) + 10*sqrt(34),0,9,0.5555555555555556,1.303092403761719,0.4444444444444444,5,7,0.0,6120,0.05555555555555558,-0.08320195735817149,0.06944444444444442,0,1,7,4,0.6666666666666666,0,0,0,1,0
43,10,sympy:20*sqrt(5) + 10*sqrt(34),0,10,0.6,1.2275294114572126,0.5,5,8,0.0,6613,0.0444444444444444,-0.07556299230450647,0.05555555555555558,0,1,8,5,0.6666666666666666,0,0,0,1,0
43,11,sympy:20*sqrt(5) + 10*sqrt(34),0,11,0.5454545454545454,1.4205719259467042,0.45454545454545453,6,9,0.0,7262,-0.054545454545454564,0.1930425144894916,-0.04545454545454547,0,1,9,5,0.6666666666666666,0,0,0,1,0
43,12,sympy:20*sqrt(5) + 10*sqrt(34),0,12,0.5833333333333334,1.349792396172401,0.5,6,10,0.0,7856,0.037878787878787956,-0.07077952977430324,0.04545454545454547,0,1,10,6,0.6666666666666666,0,0,0,1,0
43,13,sympy:20*sqrt(5) + 10*sqrt(34),0,13,0.5384615384615384,1.4105135571148382,0.38461538461538464,6,11,0.0,8600,-0.044871794871794934,0.06072116094243718,-0.11538461538461536,0,1,11,5,0.3333333333333333,0,0,0,1,0
43,14,sympy:20*sqrt(5) + 10*sqrt(34),0,14,0.5,1.567081229293324,0.35714285714285715,7,12,0.0,9458,-0.038461538461538436,0.15656767217848588,-0.027472527472527486,0,1,12,5,0.3333333333333333,0,0,0,1,0
43,15,sympy:20*sqrt(5) + 10*sqrt(34),0,15,0.4666666666666667,1.7075391741350712,0.3333333333333333,8,13,0.0,10482,-0.033333333333333326,0.14045794484174712,-0.023809523809523836,0,1,13,5,0.0,0,0,0,1,0
43,16,sympy:20*sqrt(5) + 10*sqrt(34),0,16,0.4375,1.8346096344580884,0.3125,9,14,0.0,11238,-0.029166666666666674,0.12707046032301728,-0.020833333333333315,0,1,14,5,0.0,0,0,0,1,0
44,1,sympy:1.25000000000000,1,1,1.0,-0.0,1.0,1,1,0.0,564,0.0,0.0,0.0,0,0,1,1,1.0,0,0,0,1,0
44,2,sympy:1.25000000000000,1,2,1.0,-0.0,1.0,1,2,0.0,1006,0.0,0.0,0.0,0,0,2,2,1.0,0,0,0,1,0
44,3,sympy:1.25000000000000,1,3,1.0,-0.0,1.0,1,3,0.0,1507,0.0,0.0,0.0,0,0,3,3,1.0,0,0,0,1,0
44,4,sympy:1.25000000000000,1,4,1.0,-0.0,1.0,1,4,0.0,1898,0.0,0.0,0.0,0,0,4,4,1.0,0,0,0,1,0
44,5,sympy:1.25000000000000,1,5,1.0,-0.0,1.0,1,5,0.0,2365,0.0,0.0,0.0,0,0,5,5,1.0,0,0,0,1,0
44,6,sympy:1.25000000000000,1,6,1.0,-0.0,1.0,1,6,0.0,2748,0.0,0.0,0.0,0,0,6,6,1.0,0,0,0,1,0
44,7,sympy:1.25000000000000,1,7,1.0,-0.0,1.0,1,7,0.0,3133,0.0,0.0,0.0,0,0,7,7,1.0,0,0,0,1,0
44,8,sympy:1.25000000000000,1,8,1.0,-0.0,1.0,1,8,0.0,3601,0.0,0.0,0.0,0,0,8,8,1.0,0,0,0,1,0
44,9,sympy:1.25000000000000,1,9,1.0,-0.0,1.0,1,9,0.0,4138,0.0,0.0,0.0,0,0,9,9,1.0,0,0,0,1,0
44,10,sympy:1.25000000000000,1,10,1.0,-0.0,1.0,1,10,0.0,4735,0.0,0.0,0.0,0,0,10,10,1.0,0,0,0,1,0
44,11,sympy:1.25000000000000,1,11,1.0,-0.0,1.0,1,11,0.0,5332,0.0,0.0,0.0,0,0,11,11,1.0,0,0,0,1,0
44,12,sympy:1.25000000000000,1,12,1.0,-0.0,1.0,1,12,0.0,5802,0.0,0.0,0.0,0,0,12,12,1.0,0,0,0,1,0
44,13,sympy:1.25000000000000,1,13,1.0,-0.0,1.0,1,13,0.0,6270,0.0,0.0,0.0,0,0,13,13,1.0,0,0,0,1,0
44,14,sympy:1.25000000000000,1,14,1.0,-0.0,1.0,1,14,0.0,6803,0.0,0.0,0.0,0,0,14,14,1.0,0,0,0,1,0
44,15,sympy:1.25000000000000,1,15,1.0,-0.0,1.0,1,15,0.0,7317,0.0,0.0,0.0,0,0,15,15,1.0,0,0,0,1,0
44,16,sympy:1.25000000000000,1,16,1.0,-0.0,1.0,1,16,0.0,7763,0.0,0.0,0.0,0,0,16,16,1.0,0,0,0,1,0
45,1,sympy:2,1,1,1.0,-0.0,1.0,1,1,0.0,335,0.0,0.0,0.0,0,0,1,1,1.0,0,0,0,1,0
45,2,sympy:2,1,2,1.0,-0.0,1.0,1,2,0.0,703,0.0,0.0,0.0,0,0,2,2,1.0,0,0,0,1,0
45,3,sympy:2,1,3,1.0,-0.0,1.0,1,3,0.0,1001,0.0,0.0,0.0,0,0,3,3,1.0,0,0,0,1,0
45,4,sympy:2,1,4,1.0,-0.0,1.0,1,4,0.0,1286,0.0,0.0,0.0,0,0,4,4,1.0,0,0,0,1,0
45,5,sympy:2,1,5,1.0,-0.0,1.0,1,5,0.0,1575,0.0,0.0,0.0,0,0,5,5,1.0,0,0,0,1,0
45,6,sympy:2,1,6,1.0,-0.0,1.0,1,6,0.0,1921,0.0,0.0,0.0,0,0,6,6,1.0,0,0,0,1,0
45,7,sympy:2,1,7,1.0,-0.0,1.0,1,7,0.0,2277,0.0,0.0,0.0,0,0,7,7,1.0,0,0,0,1,0
45,8,sympy:2,1,8,1.0,-0.0,1.0,1,8,0.0,2690,0.0,0.0,0.0,0,0,8,8,1.0,0,0,0,1,0
45,9,sympy:2,1,9,1.0,-0.0,1.0,1,9,0.0,3288,0.0,0.0,0.0,0,0,9,9,1.0,0,0,0,1,0
45,10,sympy:2,1,10,1.0,-0.0,1.0,1,10,0.0,3670,0.0,0.0,0.0,0,0,10,10,1.0,0,0,0,1,0
45,11,sympy:2,1,11,1.0,-0.0,1.0,1,11,0.0,4100,0.0,0.0,0.0,0,0,11,11,1.0,0,0,0,1,0
45,12,sympy:2,1,12,1.0,-0.0,1.0,1,12,0.0,4401,0.0,0.0,0.0,0,0,12,12,1.0,0,0,0,1,0
45,13,sympy:2,1,13,1.0,-0.0,1.0,1,13,0.0,4754,0.0,0.0,0.0,0,0,13,13,1.0,0,0,0,1,0
45,14,sympy:2,1,14,1.0,-0.0,1.0,1,14,0.0,5044,0.0,0.0,0.0,0,0,14,14,1.0,0,0,0,1,0
45,15,sympy:2,1,15,1.0,-0.0,1.0,1,15,0.0,5449,0.0,0.0,0.0,0,0,15,15,1.0,0,0,0,1,0
45,16,sympy:2,1,16,1.0,-0.0,1.0,1,16,0.0,5689,0.0,0.0,0.0,0,0,16,16,1.0,0,0,0,1,0
46,1,sympy:6,1,1,1.0,-0.0,1.0,1,1,0.0,534,0.0,0.0,0.0,0,0,1,1,1.0,0,0,0,1,0
46,2,sympy:6,1,1,1.0,-0.0,1.0,1,2,0.5,1558,0.0,0.0,0.0,0,0,2,1,1.0,0,0,0,1,0
46,3,sympy:6,1,1,1.0,-0.0,1.0,1,3,0.6666666666666666,2582,0.0,0.0,0.0,0,0,3,1,1.0,0,0,0,1,0
46,4,sympy:6,1,1,1.0,-0.0,1.0,1,4,0.75,3606,0.0,0.0,0.0,0,0,4,1,0.0,0,0,0,1,0
46,5,sympy:6,1,2,0.5,0.6931471805599453,0.0,2,5,0.6,4630,-0.5,0.6931471805599453,-1.0,0,0,5,0,0.0,0,0,0,1,0
46,6,sympy:6,1,3,0.6666666666666666,0.6365141682948128,0.3333333333333333,2,6,0.5,5190,0.16666666666666663,-0.05663301226513251,0.3333333333333333,0,0,6,1,0.5,0,0,0,1,0
46,7,sympy:6,1,4,0.75,0.5623351446188083,0.5,2,7,0.42857142857142855,6156,0.08333333333333337,-0.07417902367600449,0.16666666666666669,0,0,7,2,0.6666666666666666,0,0,0,1,0
46,8,sympy:6,1,5,0.8,0.5004024235381879,0.6,2,8,0.375,6961,0.050000000000000044,-0.06193272108062042,0.09999999999999998,0,0,8,3,1.0,0,0,0,1,0
46,9,sympy:6,1,6,0.6666666666666666,0.6365141682948128,0.3333333333333333,2,9,0.3333333333333333,7884,-0.13333333333333341,0.1361117447566249,-0.26666666666666666,0,0,9,2,0.6666666666666666,0,0,0,1,0
46,10,sympy:6,1,7,0.7142857142857143,0.5982695885852573,0.42857142857142855,2,10,0.3,8893,0.04761904761904767,-0.038244579709555526,0.09523809523809523,0,0,10,3,0.6666666666666666,0,0,0,1,0
46,11,sympy:6,1,8,0.625,0.6615632381579821,0.25,2,11,0.2727272727272727,9695,-0.0892857142857143,0.06329364957272487,-0.17857142857142855,0,0,11,2,0.3333333333333333,0,0,0,1,0
46,12,sympy:6,1,9,0.5555555555555556,0.6869615765973234,0.1111111111111111,2,12,0.25,10355,-0.06944444444444442,0.02539833843934125,-0.1388888888888889,0,0,12,1,0.3333333333333333,0,0,0,1,0
46,13,sympy:6,1,10,0.6,0.6730116670092565,0.2,2,13,0.23076923076923078,11146,0.0444444444444444,-0.013949909588066856,0.0888888888888889,0,0,13,2,0.3333333333333333,0,0,0,1,0
46,14,sympy:6,1,11,0.6363636363636364,0.6554817739013927,0.2727272727272727,2,14,0.21428571428571427,12034,0.036363636363636376,-0.017529893107863792,0.0727272727272727,0,0,14,3,0.6666666666666666,0,0,0,1,0
46,15,sympy:6,1,12,0.6666666666666666,0.6365141682948128,0.3333333333333333,2,15,0.2,12744,0.030303030303030276,-0.01896760560657995,0.06060606060606061,0,0,15,4,1.0,0,0,0,1,0
46,16,sympy:6,1,13,0.6153846153846154,0.8587409130062869,0.3076923076923077,3,16,0.1875,13525,-0.05128205128205121,0.22222674471147408,-0.025641025641025605,0,0,16,4,0.6666666666666666,0,0,0,1,0
47,1,sympy:5,1,1,1.0,-0.0,1.0,1,1,0.0,434,0.0,0.0,0.0,0,0,1,1,1.0,0,0,0,1,0
47,2,sympy:5,1,2,1.0,-0.0,1.0,1,2,0.0,787,0.0,0.0,0.0,0,0,2,2,1.0,0,0,0,1,0
47,3,sympy:5,1,3,1.0,-0.0,1.0,1,3,0.0,1221,0.0,0.0,0.0,0,0,3,3,1.0,0,0,0,1,0
